s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,speaker_emotion,listener_emotion,empathy
0.6121823,0.3558001,0.03201753,0.38990214,0.5315726,0.07852521,1,0,0,0.14246153846153845,-0.060615384615384627,0.10292307692307692,0.326,-0.248,0.185,41,18,0.00013213952479418367,0.018808932974934578,0.007224711589515209,0.9725172519683838,0.00044199274270795286,0.00025631164317019284,0.00014418999489862472,0.00010664908768376336,0.0003678733773995191,faithful,hopeful,3
0.41008678,0.40939882,0.18051438,0.08074014,0.65754455,0.26171535,0,2,0,0.583,-0.044,0.197,0.4833333333333334,-0.10533333333333333,0.08800000000000001,7,8,0.0030916319228708744,0.031926337629556656,0.00038187025347724557,0.11114778369665146,0.000612288189586252,0.8378598690032959,0.009977868758141994,0.00017983411089517176,0.004822433460503817,jealous,confident,3
0.97535807,0.021617109,0.0030248598,0.2703957,0.5337612,0.19584309,2,0,0,0.08000000000000003,0.05666666666666668,-0.14266666666666666,0.1225,-0.1645,-0.19499999999999998,9,10,0.0003361593990121037,0.0062505705282092094,0.005046398378908634,0.28272539377212524,0.7038708925247192,0.0004834790015593171,0.0007708279881626368,0.00044595383224077523,7.024966907920316e-05,disgusted,hopeful,4
0.3307467,0.55161774,0.1176355,0.2931132,0.64056474,0.066322066,0,0,2,-0.139,0.3175,-0.07350000000000001,0.22,-0.47,-0.26,18,8,4.6134595322655514e-05,4.1599589167162776e-05,1.9968461856478825e-05,3.0146760764182545e-05,0.0001656368258409202,0.00016065115050878376,0.9990785121917725,0.000147516984725371,0.0003097066073678434,annoyed,surprised,2
0.753171,0.21499099,0.031837966,0.0022507852,0.04259294,0.9551562,1,0,0,0.07050000000000001,-0.29033333333333333,-0.16849999999999996,0.387,-0.41000000000000003,-0.206,30,6,0.00040796748362481594,0.9954898953437805,0.0003352635831106454,0.00019623538537416607,6.724127160850912e-05,2.8866927095805295e-05,8.891257311915979e-05,0.003097489010542631,0.0002881819964386523,embarrassed,joyful,3
0.8535167,0.13534407,0.011139283,0.60783744,0.37299326,0.019169355,0,0,2,0.065,-0.2165,-0.33299999999999996,0.46240000000000003,-0.16160000000000002,0.042799999999999984,8,12,8.615335536887869e-05,8.974444790510461e-05,6.541088077938184e-05,1.091985723178368e-05,0.0001678880798863247,0.0008327402174472809,0.9975700974464417,0.0004714893293567002,0.0007055767928250134,guilty,surprised,4
0.0013947879,0.015393084,0.9832122,0.057790037,0.8935182,0.04869172,0,0,2,0.4048888888888888,-0.1891111111111111,0.13533333333333333,0.896,-0.138,0.186,22,4,3.940730312024243e-05,5.964511728961952e-05,2.0836971089011058e-05,2.672694608918391e-05,0.0002761633659247309,0.0003320641990285367,0.9989650249481201,9.422250150237232e-05,0.00018590643594507128,sentimental,surprised,3
0.6785198,0.29612508,0.025355114,0.39577788,0.56705534,0.037166785,0,0,0,0.2548,-0.32199999999999995,-0.13079999999999997,0.2476,-0.202,-0.0692,23,13,0.0015081033343449235,0.0009117941954173148,0.00024720182409510016,0.24397701025009155,0.0018336846260353923,0.005163175985217094,0.0015606451779603958,0.00034072622656822205,0.7444576621055603,terrified,anticipating,4
0.5623774,0.3974551,0.04016752,0.7073367,0.270432,0.02223135,0,0,2,0.09942857142857141,-0.03742857142857139,-0.03228571428571429,0.4275,0.038000000000000006,0.38599999999999995,15,13,7.248936162795871e-05,3.448872303124517e-05,2.8008109438815154e-05,3.613308581407182e-05,0.00045034513459540904,0.0017275597201660275,0.9967432618141174,0.00018894433742389083,0.0007187753217294812,anxious,impressed,3
0.019171279,0.16882958,0.81199914,0.4911723,0.44813856,0.06068909,0,0,0,0.2645,-0.005500000000000033,0.011500000000000003,0.32599999999999996,-0.378,0.059,18,13,0.002539228880777955,0.9942033886909485,0.0010073472512885928,0.00010949395800707862,4.0148683183360845e-05,7.286743493750691e-05,0.0001028123006108217,0.0017430533189326525,0.00018164927314501256,anxious,proud,3
0.609927,0.3762156,0.01385739,0.09468759,0.873671,0.031641375,0,0,2,0.024999999999999994,-0.313,-0.389,0.305,-0.18050000000000002,0.030000000000000002,6,7,6.545222277054563e-05,9.988746023736894e-05,3.144261791021563e-05,1.2007849363726564e-05,0.0001839132746681571,0.0007084109238348901,0.9982909560203552,0.00027266633696854115,0.0003352877974975854,lonely,jealous,3
0.031859305,0.87295276,0.09518798,0.07242699,0.8561949,0.07137813,0,0,2,-0.069,-0.436,-0.020999999999999998,0.42000000000000004,-0.419,0.023,7,6,0.00019312680524308234,0.0009901198791339993,0.000457368150819093,1.4423609172808938e-05,0.00011540291598066688,0.0002828427532222122,0.9934919476509094,0.003969441168010235,0.00048530480125918984,surprised,surprised,2
0.62806374,0.322817,0.049119286,0.031272948,0.20422567,0.76450133,0,0,0,0.2068,-0.17120000000000002,-0.15399999999999997,0.27108333333333334,-0.020000000000000007,0.15333333333333335,19,56,0.004268828313797712,0.0006186761311255395,0.21552421152591705,0.02312067523598671,0.0009375976515002549,0.7536594271659851,0.0006165530649013817,0.0009661004296503961,0.00028790568467229605,sad,hopeful,5
0.025159946,0.41656876,0.5582713,0.17103991,0.31978622,0.50917387,0,2,0,0.28,-0.202,0.157,0.09400000000000003,0.16899999999999998,0.20500000000000002,13,11,0.0003173172881361097,0.9859833121299744,0.005495223216712475,0.007313985843211412,0.00014989793999120593,5.4115702369017527e-05,9.321748075308278e-05,0.00010673950600903481,0.0004863256763201207,prepared,grateful,4
0.003706839,0.09570007,0.9005931,0.004283605,0.05993397,0.93578243,0,0,2,0.4126666666666667,-0.25133333333333335,-0.010666666666666666,0.5957499999999999,-0.024,0.16525,7,13,4.980782978236675e-05,0.0011545742163434625,2.454672176099848e-05,3.643740637926385e-05,8.970841008704156e-05,0.00038645247695967555,0.9981046915054321,4.714559327112511e-05,0.00010668021423043683,jealous,proud,5
0.0030836896,0.28919297,0.7077233,0.005756289,0.05200977,0.9422339,0,0,0,0.62,-0.25,-0.426,0.876,-0.264,0.068,6,5,0.00014916504733264446,0.0016640190733596683,2.3663746105739847e-05,3.702428512042388e-05,8.285761578008533e-05,0.00010084227687912062,6.338577077258378e-05,3.4773238439811394e-05,0.9978442192077637,joyful,surprised,3
0.013941826,0.80461574,0.18144248,0.0011756395,0.011345308,0.9874791,0,0,2,0.31999999999999995,-0.35250000000000004,-0.187,0.916,0.33,0.62,9,7,5.7757701142691076e-05,0.0005781601066701114,2.098396907967981e-05,8.11583231552504e-05,0.00014041850226931274,9.97442111838609e-05,0.9989168643951416,6.277286593103781e-05,4.2148534703301266e-05,proud,impressed,4
0.0013693372,0.00977644,0.9888543,0.0013036838,0.011652088,0.9870443,0,0,2,-0.552,-0.666,-0.472,0.9,0.584,0.578,9,7,0.00010447241220390424,8.08957265689969e-05,5.1142811571480706e-05,1.2393757970130537e-05,0.00011706438817782328,0.0006270078592933714,0.9984022974967957,0.000427834689617157,0.00017685367492958903,anticipating,excited,4
0.07438165,0.4082382,0.5173802,0.8672681,0.12252974,0.010202215,0,0,2,0.4228571428571429,-0.2211428571428571,-0.060571428571428575,0.004666666666666648,-0.18733333333333335,-0.2093333333333333,20,9,6.664152897428721e-05,0.00011237733997404575,3.129973993054591e-05,1.369608253298793e-05,0.00014415575424209237,0.0003449669457040727,0.9990332126617432,0.00011344314407324418,0.000140145726618357,caring,sad,4
0.96293354,0.033459816,0.003606647,0.8676879,0.118730396,0.013581745,2,0,2,-0.23900000000000002,-0.104,-0.329,-0.114,-0.13933333333333334,-0.38466666666666666,6,11,0.00016447420057374984,0.0003542863414622843,2.8059492251486517e-05,8.792930020717904e-05,0.9924227595329285,0.000278010789770633,0.006295925937592983,0.0002621984458528459,0.00010650257900124416,sad,devastated,2
0.21652159,0.48894423,0.29453418,0.16968256,0.4246181,0.40569937,0,2,0,0.26563636363636367,-0.31818181818181823,0.13527272727272727,0.3702857142857144,-0.018571428571428565,0.054285714285714284,26,19,0.00024703575763851404,0.00021227220713626593,1.85516219062265e-05,3.510157694108784e-05,0.00035353790735825896,9.61251716944389e-05,8.608038478996605e-05,1.5575413272017613e-05,0.9989357590675354,impressed,grateful,5
0.5479392,0.40978187,0.042278938,0.8632195,0.13036874,0.006411789,0,0,1,0.182,-0.11171428571428572,-0.06942857142857142,-0.198,0.29500000000000004,-0.07600000000000001,15,6,6.393217336153612e-05,7.459821790689602e-05,2.537999171181582e-05,1.616490953892935e-05,0.00017219495202880353,0.00043425828334875405,0.9982441663742065,0.0001568901352584362,0.0008125199819914997,trusting,embarrassed,5
0.08185882,0.5668944,0.3512467,0.5886885,0.3122894,0.099022135,0,0,0,0.47479999999999994,-0.0040000000000000036,0.4192,0.10799999999999998,0.2515,0.16725000000000004,13,19,6.630060670431703e-05,5.78750841668807e-05,1.7859272702480666e-05,1.9760214854613878e-05,7.487085531465709e-05,0.0001627454475965351,9.079822484636679e-05,2.4306013074237853e-05,0.9994856119155884,trusting,afraid,3
0.90477353,0.08434534,0.010881138,0.88340956,0.10173783,0.014852589,2,0,0,-0.17300000000000001,0.003500000000000003,-0.1805,0.272,-0.187,-0.095,17,12,0.00022085252567194402,0.006332844030112028,4.3892352550756186e-05,9.934166155289859e-05,0.9919002056121826,5.3069401474203914e-05,0.00039007276063784957,0.00031617781496606767,0.0006436029216274619,devastated,sad,4
0.16568154,0.74117583,0.09314268,0.015221869,0.13635804,0.84842014,1,0,2,0.19066666666666668,-0.09266666666666667,0.13066666666666668,0.16199999999999998,0.017000000000000015,0.247,7,8,0.0002874529454857111,0.0009214412420988083,0.002679251367226243,0.021287979558110237,0.002015036530792713,0.00014000749797560275,0.7288613319396973,0.0003514193813316524,0.2434561401605606,confident,hopeful,3
0.8214058,0.16813745,0.010456726,0.61193585,0.3601138,0.027950332,1,0,2,0.18066666666666667,-0.13066666666666665,-0.132,0.166,0.22299999999999998,0.07600000000000001,17,8,0.00025623946567066014,0.0004168677260167897,7.48817838029936e-05,5.1412218454061076e-05,0.0025977930054068565,0.9879806637763977,0.008146177977323532,0.0003336483205202967,0.00014236487913876772,furious,devastated,4
0.050118323,0.56557983,0.38430184,0.07794283,0.2740734,0.6479838,0,0,0,0.823,0.735,0.162,0.0013333333333333715,0.3946666666666667,-0.013333333333333327,12,8,0.000627438654191792,0.9965299963951111,0.000545450602658093,0.000386191182769835,6.808542093494907e-05,3.605160236475058e-05,6.825471791671589e-05,0.00165627954993397,8.237110887421295e-05,terrified,joyful,3
0.0045788023,0.048620436,0.9468007,0.003620004,0.14388163,0.8524984,0,0,2,0.44628571428571423,-0.22114285714285714,-0.023714285714285705,0.488,-0.22466666666666668,-0.024000000000000007,18,6,0.0002638142614159733,0.997800886631012,6.895887781865895e-05,9.39227975322865e-05,0.00014702053158544004,3.804815059993416e-05,9.251879237126559e-05,0.0006298794178292155,0.0008649191586300731,terrified,proud,4
0.024140378,0.23928325,0.7365763,0.75679296,0.21594633,0.027260719,2,0,0,-0.323,-0.061,-0.207,0.166,-0.20900000000000002,-0.344,8,6,0.00015007148613221943,0.00047038571210578084,2.0939332898706198e-05,3.748453673324548e-05,0.9982588887214661,0.00010081002983497456,0.0005606096819974482,0.00030837132362648845,9.246808622265235e-05,grateful,sad,4
0.0011167066,0.01771105,0.98117226,0.29023474,0.6710588,0.038706437,0,0,1,0.648,-0.3065,0.11150000000000002,0.0,0.0,0.0,7,2,7.46329315006733e-05,7.092197483871132e-05,3.009062675118912e-05,2.1812293198308907e-05,0.0003396680695004761,0.0019443597411736846,0.9971393346786499,0.00019997033814433962,0.00017916133219841868,nostalgic,disgusted,3
0.0016898604,0.01515943,0.9831508,0.0012987816,0.013843858,0.9848573,0,0,0,0.5976,-0.3292,-0.088,0.677,-0.197,-0.098,10,4,0.9974352717399597,0.0014007317367941141,0.0004190043837297708,0.00025146928965114057,3.6808578443014994e-05,8.295202860608697e-05,0.00011214090045541525,9.815761586651206e-05,0.00016345918993465602,confident,proud,3
0.0014845341,0.0090840785,0.9894314,0.002386363,0.026761098,0.97085255,0,0,1,0.5185,0.075,0.02000000000000001,0.875,0.394,0.235,8,6,0.00013081711949780583,0.00014362188812810928,3.9100592402974144e-05,1.2730887647194322e-05,0.0007631292100995779,0.0009449810022488236,0.9956504702568054,0.0003301084798295051,0.0019851515535265207,joyful,joyful,4
0.8677519,0.123561285,0.008686779,0.043839253,0.87349904,0.08266174,0,0,2,0.05199999999999999,-0.217,-0.3165,0.521,-0.14300000000000002,0.201,11,6,0.00010898324399022385,0.00013884638610761613,7.18496521585621e-05,9.463278729526792e-06,0.000227016702410765,0.0005930488696321845,0.9968851208686829,0.0005996914114803076,0.0013659129617735744,terrified,terrified,2
0.11138434,0.21668598,0.67192966,0.0822238,0.4917078,0.4260684,0,0,0,0.4465,0.07800000000000003,0.011999999999999983,0.333,-0.16033333333333336,-0.011999999999999999,27,9,0.0017857918282970786,0.7163100838661194,0.000279753003269434,0.0006513725966215134,0.00014124774315860122,0.00030284488457255065,0.000294966041110456,0.0012384284054860473,0.27899542450904846,caring,impressed,5
0.012837375,0.17934206,0.80782056,0.0017867527,0.08414545,0.9140678,0,0,2,0.28,-0.074,-0.116,0.42749999999999994,-0.21200000000000002,0.21999999999999997,9,19,9.149208926828578e-05,0.001460071187466383,2.0660188965848647e-05,1.5590474504278973e-05,0.0005013343179598451,0.00018054946849588305,0.9968398809432983,0.00025473773712292314,0.0006356387166306376,joyful,jealous,4
0.009885766,0.13982536,0.85028887,0.009601491,0.055438317,0.93496025,0,0,0,0.657,-0.363,-0.077,0.40199999999999997,-0.00449999999999999,0.2435,7,14,0.00019104515376966447,0.004261202644556761,0.0001166981746791862,1.7938553355634212e-05,0.0002210663806181401,0.00015083499602042139,0.00014413613826036453,5.842422615387477e-05,0.9948386549949646,nostalgic,disappointed,3
0.0020970397,0.010835702,0.9870673,0.0010311197,0.016978772,0.9819901,0,0,2,0.292,-0.18000000000000002,-0.08266666666666665,0.52,-0.191,0.09300000000000003,11,9,0.00011862829705933109,0.013664457015693188,3.1510626286035404e-05,7.212221680674702e-05,0.00020027015125378966,0.0005890776519663632,0.984906792640686,0.00025568861747160554,0.00016146576672326773,anticipating,proud,4
0.015482824,0.33272594,0.6517912,0.0012015328,0.008632177,0.9901663,1,0,1,0.1525,-0.075,-0.09000000000000001,0.96,0.794,0.782,7,6,8.027414878597483e-05,0.005358302965760231,7.220020779641345e-05,9.02687679626979e-05,6.746288272552192e-05,0.0001332491374341771,0.9937201738357544,0.00042417788063175976,5.396876440499909e-05,anticipating,proud,4
0.91266817,0.07405836,0.013273381,0.45973867,0.51573485,0.02452652,0,0,2,-0.07666666666666667,0.24266666666666667,-0.2333333333333333,0.125,-0.208,-0.055999999999999994,11,5,6.0945283621549606e-05,0.0002089522167807445,3.5486336855683476e-05,1.2278764188522473e-05,6.398367986548692e-05,0.00010397687583463266,0.9990418553352356,0.00012385699665173888,0.000348621018929407,furious,annoyed,3
0.8177107,0.15535451,0.02693476,0.9352419,0.05592448,0.008833614,0,2,0,0.1855,-0.11666666666666665,-0.072,0.032,-0.243,-0.2655,21,12,0.008301451802253723,0.3297366201877594,0.00029564741998910904,0.0058676861226558685,0.000970014720223844,0.00036208622623234987,0.0007224406581372023,0.00018784357234835625,0.6535562872886658,embarrassed,annoyed,4
0.98193365,0.01499853,0.0030677437,0.20467563,0.57415605,0.22116834,0,0,0,-0.07800000000000001,-0.05639999999999999,-0.12639999999999998,0.18625000000000003,0.066,-0.11524999999999999,10,22,0.02978178858757019,0.20044171810150146,0.004660720471292734,0.7143065333366394,0.0017041672253981233,0.00021259946515783668,0.012976650148630142,0.00029517512302845716,0.035620663315057755,disgusted,jealous,3
0.9545472,0.042868275,0.0025844781,0.9084889,0.08149773,0.010013383,1,0,0,-0.4162857142857143,0.07885714285714286,-0.17657142857142857,0.06280000000000001,-0.052800000000000014,0.08080000000000001,15,17,0.00013840507017448545,0.0005633143009617925,0.006884894333779812,0.30899274349212646,0.006344690918922424,0.0019155252957716584,0.0010357340797781944,0.0005100631387904286,0.6736145615577698,anxious,hopeful,4
0.97911054,0.019239884,0.0016496291,0.9546713,0.040340077,0.004988623,0,2,0,0.1436666666666667,-0.07166666666666667,0.05333333333333334,0.11200000000000002,-0.0258,-0.125,26,22,0.001600853051058948,0.005559249315410852,6.939247396076098e-05,0.004375297110527754,9.80343102128245e-05,9.95534282992594e-05,0.0004293700330890715,0.00015454587992280722,0.9876137971878052,annoyed,annoyed,3
0.940775,0.054222003,0.005003043,0.0029175407,0.043383524,0.95369893,1,2,0,0.08155555555555555,0.03133333333333333,-0.05111111111111112,0.687,-0.16699999999999998,0.125,16,17,0.00015199596236925572,0.00023821233480703086,2.007517105084844e-05,5.642777978209779e-05,2.0026009224238805e-05,3.789639595197514e-05,6.651461444562301e-05,1.9038247046410106e-05,0.9993897676467896,disgusted,confident,4
0.003821838,0.2340898,0.7620883,0.003303264,0.031051831,0.96564484,0,0,0,0.166,-0.134,-0.07,0.7030000000000001,-0.009000000000000008,-0.06799999999999999,6,4,0.00029218514100648463,0.9978665709495544,0.00021625317458529025,0.0002450696483720094,6.845277675893158e-05,6.391907663783059e-05,5.1121023716405034e-05,0.0011257582809776068,7.073119195410982e-05,joyful,content,4
0.004014714,0.07833742,0.91764784,0.08686581,0.8599695,0.053164687,0,0,2,0.319,-0.147,0.329,0.208,-0.45,0.032,9,7,0.0008140342542901635,0.8824935555458069,0.003819603007286787,0.00012343817797955126,0.0003401277353987098,0.00016177109500858933,0.10414744913578033,0.002312169410288334,0.005787738133221865,content,hopeful,2
0.020365437,0.7664913,0.2131432,0.008215181,0.39031228,0.6014725,0,0,2,0.48666666666666664,0.08066666666666666,-0.162,0.685,-0.154,0.217,15,4,0.00011740725312847644,0.011141187511384487,2.651632166816853e-05,0.00013991660671308637,0.00032824778463691473,0.00012670487922150642,0.9875733256340027,0.00034451024839654565,0.00020215066615492105,caring,joyful,3
0.002234263,0.012736884,0.98502886,0.0023407417,0.008818181,0.9888411,2,0,0,0.15171428571428575,-0.014000000000000004,0.03571428571428573,0.16000000000000006,0.2383333333333333,0.2383333333333333,19,11,0.0005357174086384475,0.9813346862792969,0.0005360519280657172,5.3340907470555976e-05,0.00023213030362967402,6.221386865945533e-05,0.0002685124345589429,0.01659083180129528,0.00038646289613097906,surprised,joyful,4
0.350048,0.39842144,0.25153056,0.004383398,0.13123815,0.86437845,0,0,2,0.5933333333333334,-0.005333333333333338,0.3953333333333333,0.7573333333333334,0.19533333333333336,0.2753333333333334,14,12,0.00011724473733920604,8.711219561519101e-05,4.9012291128747165e-05,1.7903816114994697e-05,0.00043845997424796224,0.0024578070733696222,0.993169903755188,0.0005497105303220451,0.0031128835398703814,jealous,hopeful,4
0.012236323,0.8471433,0.1406203,0.08527944,0.8649596,0.04976098,0,0,2,0.493,0.0005000000000000004,0.421,0.20733333333333334,0.018,0.07533333333333335,10,6,3.631002255133353e-05,7.882851059548557e-05,3.2534560887143016e-05,2.1497469788300805e-05,7.248100155266002e-05,8.802026422927156e-05,0.9994685053825378,7.829109381418675e-05,0.00012348614109214395,hopeful,jealous,4
0.28079075,0.5483766,0.1708327,0.93792605,0.055972826,0.0061011175,2,0,2,0.26680000000000004,-0.1072,-0.0864,0.057499999999999996,0.1125,-0.0475,17,14,5.236514698481187e-05,5.987603071844205e-05,1.8753367839963175e-05,2.7831534680444747e-05,0.00025729223852977157,0.0003153430297970772,0.9988514184951782,8.494191570207477e-05,0.00033227703534066677,lonely,angry,3
0.96941894,0.027272977,0.0033080722,0.15477267,0.8109789,0.034248468,0,0,2,0.06,0.0028333333333333314,-0.07666666666666667,0.102,-0.3,-0.086,23,5,5.979845082038082e-05,6.287255382630974e-05,3.395914245629683e-05,1.3900726116844453e-05,0.000138632400194183,0.0002572963130660355,0.9988595247268677,0.0001914676686283201,0.0003825174062512815,disgusted,jealous,3
0.86726224,0.1206375,0.012100257,0.0016188051,0.005123391,0.99325776,2,0,0,0.1888,0.12879999999999997,0.023200000000000002,0.886,0.597,0.764,17,10,0.0006465321639552712,0.9974368214607239,0.0007593806367367506,0.00029900806839577854,8.172710658982396e-05,3.893347457051277e-05,7.023816579021513e-05,0.0006199217168614268,4.7549950977554545e-05,apprehensive,proud,5
0.00096464314,0.032495625,0.96653974,0.02846186,0.37961715,0.591921,0,0,0,0.5760000000000001,-0.08833333333333336,-0.08166666666666667,-0.23,0.396,-0.136,21,5,0.0007526968256570399,0.9817453026771545,0.0004390324465930462,0.00013049656990915537,0.00030520479776896536,0.00010241239942843094,5.387529017752968e-05,0.00022474191791843623,0.01624632440507412,prepared,excited,3
0.33354294,0.45493078,0.21152633,0.09657557,0.3857955,0.5176289,1,0,0,0.43499999999999994,-0.0295,0.12400000000000001,0.39033333333333325,-0.031000000000000003,0.24966666666666668,14,13,0.0001179473620140925,0.0004051561118103564,0.0008049462339840829,0.9956737160682678,0.0019955087918788195,0.0003433786623645574,0.0004264960007276386,5.156263432581909e-05,0.00018134665151592344,grateful,hopeful,4
0.007221614,0.1124278,0.8803506,0.004564452,0.11079513,0.8846404,0,0,2,0.3045,-0.2865,0.11149999999999997,0.5559999999999999,-0.144,0.32266666666666666,8,6,0.00032301366445608437,0.9983735084533691,7.667610043426976e-05,9.375309309689328e-05,9.700220107333735e-05,5.9254478401271626e-05,9.16684148251079e-05,0.0007912481669336557,9.385184966959059e-05,confident,confident,4
0.02475494,0.2695804,0.70566463,0.34083012,0.42632398,0.23284592,1,0,0,0.413,-0.11666666666666665,0.16433333333333333,0.26176,-0.0928,0.15424000000000002,29,77,0.002760572824627161,0.004861356690526009,0.002593924291431904,0.3180040419101715,0.0005612545064650476,0.00012271721789147705,0.0007158642983995378,0.0009551022085361183,0.6694251298904419,trusting,trusting,4
0.87989783,0.11349978,0.0066024284,0.61059874,0.37561372,0.013787469,0,0,0,0.12633333333333333,-0.2483333333333333,0.017666666666666664,0.514,-0.222,0.186,22,5,0.002327106660231948,0.40615683794021606,0.00014663705951534212,0.00018987686780747026,0.0018620226765051484,0.5798593759536743,0.0018169507384300232,0.0071044121868908405,0.0005368351121433079,angry,annoyed,4
0.5038311,0.44545385,0.050715074,0.0019162198,0.015797246,0.9822865,1,0,0,0.4165,-0.12300000000000001,0.1755,0.7424999999999999,0.09199999999999998,0.3395,23,8,0.0009353270870633423,0.005687918048352003,0.958652138710022,0.0003697274369187653,0.0003251904563512653,0.0004957030760124326,0.002230820246040821,0.029834676533937454,0.0014684849884361029,trusting,excited,5
0.78697044,0.19450672,0.018522888,0.48893017,0.46793637,0.043133434,2,0,2,-0.10400000000000004,-0.223,-0.293,0.15600000000000003,-0.28,-0.21949999999999997,6,13,0.00024918236886151135,0.00028056863811798394,5.4936306696617976e-05,8.22387301013805e-05,0.970548152923584,0.00045730103738605976,0.02754073590040207,0.00043731785262934864,0.00034954078728333116,sad,jealous,4
0.17095518,0.3076767,0.5213681,0.17056961,0.34339836,0.486032,0,0,0,0.3832727272727272,0.20072727272727275,0.15981818181818183,0.1995,0.021000000000000005,0.1545,30,10,0.0005100535927340388,0.9975628852844238,0.00021958575234748423,0.00014987721806392074,8.517695096088573e-05,2.9701381208724342e-05,7.497452315874398e-05,0.0012269705766811967,0.0001407506933901459,impressed,impressed,4
