conv_id,context,prompt,empathy,speaker_utterance,listener_utterance,exchange_number,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,speaker_emotion,listener_emotion,mimicry
hit:12258_conv:24516,lonely,Sometimes I feel like I'm alone for no reason,5.0,I have been processing what being lonely feels like_comma_ because I want to be able to have fun by myself sometimes,I think that is a good idea so you are not always dependent on others to have fun and just enjoy time to yourself.,1,0.100616395,0.4994583,0.3999253,0.0046026916,0.07083738,0.92455995,0,0,0,0.4112,-0.008399999999999996,0.1612,0.5165,0.003500000000000017,0.21975,21,24,0.0010232533095404506,0.00717867212370038,6.12792864558287e-05,1.3457050954457372e-05,5.795596734969877e-05,0.0007320590084418654,0.0004481489595491439,0.0007717085536569357,0.9897134304046631,lonely,hopeful,1
hit:12258_conv:24516,lonely,Sometimes I feel like I'm alone for no reason,5.0,True_comma_ and I have felt that way before_comma_ but sometimes like a wave of those kinds of feelings hits like I am not worthy enough and stuff like that_comma_ but it is all good,Meditation on goals and positive ideas during some of that alone time can be so uplifting and refocuses you.,2,0.18947163,0.49411243,0.31641588,0.0016266775,0.053320404,0.9450529,0,0,0,0.4044615384615385,-0.19184615384615383,0.07876923076923076,0.42574999999999996,-0.30825,0.17250000000000001,34,19,0.0009496003622189164,0.8649975657463074,0.0005522561259567738,0.12745147943496704,0.0004154047346673906,0.00046607296098954976,0.002729290397837758,0.0006730307941325009,0.0017653143731877208,excited,disappointed,1
hit:2788_conv:5576,guilty,Sometimes I'll forget to feed my dog. I can't help but feel bad about it...,3.0,Sometimes I will forget to feed my dog. I cannot help but feel bad about it...,That is not good at all,1,0.840945,0.13951504,0.019539952,0.9737076,0.023077056,0.0032152825,0,0,0,0.17885714285714288,-0.02371428571428572,0.005428571428571426,0.876,-0.264,0.068,16,6,0.002190902829170227,0.7434517741203308,0.0018722664099186659,0.004467366263270378,0.0003532756236381829,7.188833842519671e-05,0.00020148417388554662,0.24629521369934082,0.0010958161437883973,guilty,sad,1
hit:2788_conv:5576,guilty,Sometimes I'll forget to feed my dog. I can't help but feel bad about it...,3.0,Yeah I feel super guilty,Cannot you just leave food out? Or set an alarm on your phone?,2,0.8952786,0.09476936,0.009952041,0.39587128,0.5749654,0.029163292,0,0,2,0.18733333333333327,0.3566666666666667,0.152,0.1016,-0.0612,0.02720000000000001,5,13,5.641515599563718e-05,4.3940526666119695e-05,4.264193557901308e-05,1.9008573872270063e-05,0.00017982708232011646,0.0008191789966076612,0.9984412789344788,0.00015751486353110522,0.00024020277487579733,guilty,annoyed,0
hit:11354_conv:22708,faithful,my friend told me a secret,4.0,my friend told me a secret,Was it a good one? Did you keep it?,1,0.078413695,0.8536459,0.06794033,0.02315611,0.78512454,0.19171932,0,0,2,0.385,-0.006999999999999992,0.08199999999999999,0.4626666666666666,-0.36266666666666664,-0.03266666666666667,6,9,7.251968054333702e-05,4.73099498776719e-05,4.27351042162627e-05,2.0430044969543815e-05,0.0005885483114980161,0.0003856795374304056,0.9978773593902588,0.0002417320356471464,0.0007237218087539077,trusting,impressed,1
hit:11354_conv:22708,faithful,my friend told me a secret,4.0,yes_comma_ i did keep it. im holding it for a couple more days.,Is someone getting married_comma_ or a baby?,2,0.007092447,0.34898245,0.6439251,0.0827579,0.8863676,0.03087446,0,0,2,0.4195,-0.22250000000000003,0.10650000000000001,0.511,-0.065,0.056999999999999995,13,7,0.00011668208026094362,6.137401214800775e-05,4.322564200265333e-05,9.300941019318998e-05,0.00023988164321053773,0.02256183698773384,0.976474940776825,0.0001866520760813728,0.00022242030536290258,prepared,excited,1
hit:11354_conv:22708,faithful,my friend told me a secret,4.0,lol_comma_ its one of the them,Well tell them I said Congrats on whatever it is. As long as it is not a baby marriage.,3,0.068977654,0.7571528,0.17386952,0.032231275,0.4403693,0.5273995,1,0,0,0.084,-0.416,-0.26,0.48119999999999996,-0.008799999999999997,0.192,6,19,0.009609579108655453,0.9886639714241028,0.0002714427828323096,0.0004535585467237979,6.858234701212496e-05,0.00015956674178596586,0.0001537948992336169,0.0005248260567896068,9.470692748436704e-05,nostalgic,caring,0
hit:11354_conv:22708,faithful,my friend told me a secret,4.0,lol.. i will this weekend. i never hold secrets. im doing a great job,Keep it secret_comma_ Keep it safe....,4,0.003879685,0.044620566,0.9514997,0.053363636,0.7854767,0.16115971,0,0,0,0.37366666666666665,0.036333333333333336,0.218,0.4025,-0.261,0.181,14,6,0.03832719847559929,0.17702367901802063,0.0009583897772245109,0.12038007378578186,0.00031313986983150244,0.4975597858428955,0.04125583916902542,0.0006489315419457853,0.12353300303220749,confident,anxious,1
hit:12330_conv:24661,lonely,My friends went on vacation without me.,5.0,My friends went on vacation without me_comma_ and now I have no one to hang out with for 3 weeks.,That sucks_comma_ I am sorry to hear it. Did they at least ask you first?,1,0.7986765,0.1848801,0.016443392,0.8953013,0.09523291,0.00946578,2,0,2,0.2484,-0.21799999999999997,-0.0648,0.0664,-0.025200000000000007,-0.08800000000000001,20,15,0.0003555225266609341,0.00013448615209199488,7.276442920556292e-05,0.0004481413634493947,0.9043054580688477,0.005132630933076143,0.08856932073831558,0.0005757653270848095,0.00040597241604700685,joyful,devastated,1
hit:12330_conv:24661,lonely,My friends went on vacation without me.,5.0,Yes but I could not go because of work. Guess I will have to suck it up and be lonely for a while.,At least they asked you_comma_ that is good. It will pass in no time and you will be hanging soon I am sure_comma_,2,0.8697605,0.11930197,0.010937503,0.030230094,0.21334296,0.756427,1,0,0,0.09457142857142856,-0.12000000000000001,0.011428571428571423,0.2862857142857143,-0.31742857142857145,0.10742857142857143,23,23,0.0025609827134758234,0.00018645479576662183,0.0009162156493403018,0.9911365509033203,0.00011228808580199257,0.0011974894441664219,0.0004761891905218363,7.764435576973483e-05,0.003336268477141857,lonely,confident,1
hit:1728_conv:3457,trusting,I let my dad borrow 10 dollars.,3.0,I let my dad borrow 10 dollars!,Is there any emergency need for money?,1,0.017003218,0.4910378,0.49195892,0.16710927,0.8055203,0.027370417,0,0,2,0.2185,-0.0050000000000000044,0.03449999999999999,0.036,0.38800000000000007,0.06533333333333335,7,7,6.439564458560199e-05,0.00019195329514332116,5.6504548410885036e-05,1.3211258192313835e-05,6.4651329012122e-05,0.00011293255374766886,0.9992521405220032,0.0001225406158482656,0.00012171495473012328,trusting,annoyed,0
hit:1728_conv:3457,trusting,I let my dad borrow 10 dollars.,3.0,Not for me_comma_ but dad always need money and I give to him.,It is our responsibility to take care of our parents.,2,0.33562517,0.60415953,0.06021523,0.14069103,0.74982566,0.10948333,0,0,0,0.4805,-0.03,0.1565,0.5645,-0.118,0.27999999999999997,13,10,0.7488117218017578,0.17501749098300934,0.05411684885621071,0.0024444672744721174,6.360089173540473e-05,0.000221463487832807,0.00063245341880247,0.006503431126475334,0.012188678607344627,afraid,caring,1
hit:7368_conv:14737,lonely,I broke up with my girlfriend this same time last year.,3.0,I broke up with my girlfriend this same time last year,That is unfortunate_comma_ made a new one since?,1,0.5328977,0.4522147,0.014887623,0.7250962,0.2547772,0.02012657,0,0,2,0.05149999999999999,-0.037500000000000006,-0.0010000000000000078,0.02133333333333333,-0.154,-0.2353333333333333,11,8,9.483363828621805e-05,6.187578401295468e-05,2.640282764332369e-05,4.8080531996674836e-05,0.0007089301943778992,0.004915046505630016,0.9937732815742493,0.00012749266170430928,0.00024402851704508066,lonely,sad,0
hit:7368_conv:14737,lonely,I broke up with my girlfriend this same time last year.,3.0,Nope. I have not felt anything for anyone since.,That is terrible_comma_ I hope you find someone soon.,2,0.9095292,0.08426993,0.006200918,0.8870025,0.09962915,0.0133683765,1,0,0,0.4,-0.194,0.159,0.17466666666666666,0.14733333333333332,0.282,9,9,0.00016124511603266,0.0003216601617168635,0.0030675616580992937,0.9944091439247131,0.0004265584284439683,0.0013508674455806613,0.0001482009975006804,5.1622584578581154e-05,6.320565444184467e-05,lonely,terrified,0
hit:3362_conv:6725,angry,My boyfriend and I broke up and he moved out. Before he left_comma_ he damaged a lot of my stuff.,5.0,My boyfriend and I broke up and he moved out.,That is really tough. But one closed door leads to the next great opportunity.,1,0.6387247,0.3412008,0.02007454,0.102711596,0.36085752,0.5364309,1,0,0,0.026000000000000023,0.194,-0.083,0.11257142857142857,-0.05714285714285713,0.12828571428571428,10,14,7.688212645007297e-05,8.723492646822706e-05,1.2764936400344595e-05,4.108490247745067e-05,0.0001616546360310167,0.0004122963873669505,0.00027549962396733463,2.4925860998337157e-05,0.9989075660705566,lonely,anticipating,0
hit:3362_conv:6725,angry,My boyfriend and I broke up and he moved out. Before he left_comma_ he damaged a lot of my stuff.,5.0,Before he left_comma_ he damaged a lot of my stuff and property.,That is horrible! If you do not have insurance there are a lot of pro bono lawyers that will take your case. Report it to the police so it is documented and justice will prevail. You do not deserve or need to put up with that.,2,0.9167564,0.07946756,0.0037760055,0.9082157,0.084033795,0.0077505903,1,0,0,-0.05960000000000001,-0.2768,-0.20759999999999995,0.1855,-0.011874999999999997,0.17424999999999996,12,46,0.03376181051135063,0.01534209679812193,0.0012253987370058894,0.08655726909637451,7.622697739861906e-05,0.0007373063708655536,0.0020096420776098967,0.00043014291441068053,0.8598601222038269,annoyed,afraid,0
hit:1762_conv:3525,jealous,I feel jealous when I see what some people earn. I can't understand how some people can get so much more than me when their talents don't seem to reflect the difference.,4.0,I cannot understand why some people earn so much money.,I know right,1,0.95950407,0.037331726,0.0031642816,0.3131211,0.49466538,0.19221349,1,0,0,0.5365,0.07550000000000001,0.39349999999999996,0.505,-0.28700000000000003,0.414,10,3,0.9980979561805725,0.00031250956817530096,0.0007801768369972706,0.0002185464691137895,2.4021284843911417e-05,0.00012022778537357226,0.00010513279266888276,0.00010945527901640162,0.0002318633924005553,annoyed,confident,1
hit:1762_conv:3525,jealous,I feel jealous when I see what some people earn. I can't understand how some people can get so much more than me when their talents don't seem to reflect the difference.,4.0,Yeah - my old boss used to get more than double my wage_comma_ yet I could not see what he brought to the role to deserve that.,I know exactly what you mean.,2,0.60453224,0.34288073,0.052587066,0.38192505,0.55414355,0.063931406,1,0,0,0.2557142857142857,-0.22199999999999998,-0.006571428571428566,0.20500000000000002,-0.17200000000000001,0.32399999999999995,27,6,0.997701108455658,0.0005257066222839057,0.0010630920296534896,0.00013244581350591034,2.867517832783051e-05,0.00016566706472076476,7.663702126592398e-05,0.00011209646618226543,0.00019454522407613695,joyful,trusting,1
hit:2167_conv:4334,disgusted,So I saw a guy at the gas station yesterday and he was over 40..listening to nasty rap and of course he got out to use the free air pump then just THREW it on the ground.,5.0,So I saw a guy at the gas station yesterday and he was over 40..listening to nasty rap and of course he got out to use the free air pump then just THREW it on the ground. They constantly have to replace it and it is the only free one in the area.,Oh_comma_ that sound alful! Some people have zero respect for others belonging and even less for things we all need to share.,1,0.50533944,0.41917536,0.07548525,0.91373885,0.07886963,0.007391543,0,0,0,0.06670588235294117,-0.10717647058823528,-0.020705882352941185,0.338,-0.09633333333333334,-0.11299999999999999,53,22,0.0005885172286070883,0.9928696751594543,2.7433663490228355e-05,0.00025134827592410147,0.0002743676013778895,0.0018436664249747992,0.0025308553595095873,0.00016695841623004526,0.0014472000766545534,disgusted,joyful,1
hit:2167_conv:4334,disgusted,So I saw a guy at the gas station yesterday and he was over 40..listening to nasty rap and of course he got out to use the free air pump then just THREW it on the ground.,5.0,I know right? It is so ghetto in my neighborhood but I just cannot stand people who behave that way. Yes zero respect and zero care for even their own things_comma_ let alone others. Its sad.,It is sad. Espically since if the same people acted like they cared and wanted to they could help make the enviroment better for everyone.,2,0.97685516,0.02005455,0.0030902296,0.48222324,0.385746,0.13203074,0,2,0,0.09185714285714287,-0.28814285714285715,-0.05214285714285716,0.16199999999999998,-0.2092,-0.186,36,25,0.002519203582778573,0.07541064918041229,0.006015448365360498,0.003978156950324774,0.00012816711387131363,0.00010493007721379399,8.543187868781388e-05,0.0007805483182892203,0.9109775424003601,apprehensive,hopeful,1
hit:11968_conv:23937,excited,I am very happy that my popsicle business is finally thriving! I have worked so hard on it for many years.,3.0,I am very happy that my popsicle business is finally thriving! I have worked so hard on it for many years.,That is great. Where are you selling your popsicle?,1,0.0014267138,0.0065616095,0.9920116,0.0021276677,0.02629288,0.97157943,1,0,2,0.35100000000000003,-0.015250000000000007,0.18975,0.625,-0.035,0.174,21,9,5.778574995929375e-05,0.0021454221569001675,3.343139178468846e-05,3.961634138249792e-05,9.375922672916204e-05,0.00026372200227342546,0.9971923232078552,0.00012077020073775202,5.325286110746674e-05,joyful,impressed,1
hit:11968_conv:23937,excited,I am very happy that my popsicle business is finally thriving! I have worked so hard on it for many years.,3.0,From my house and from a few local stores. I am not ready to make it any bigger than that.,I understand. Good luck.,2,0.37990367,0.4513538,0.16874255,0.010492502,0.19790116,0.7916063,1,1,0,0.3372,-0.29999999999999993,0.007999999999999997,0.7013333333333334,-0.17866666666666667,0.26266666666666666,20,4,0.00938709918409586,0.0034201412927359343,0.00032811021083034575,0.00012486755440477282,0.0002365677064517513,5.8264842664357275e-05,0.0001444305235054344,0.986032247543335,0.0002683174971025437,prepared,trusting,1
hit:7503_conv:15007,jealous,My neighbor just got a new pool installed. I wanted to get one but I couldn't afford it.,5.0,My neighbor just got a pool installed. It has a slide and everything.,That sounds so fun! I would love to have a pool in my yard.,1,0.0150621915,0.5942788,0.39065903,0.0015303222,0.010416444,0.98805326,0,2,0,0.26466666666666666,-0.17400000000000002,-0.024000000000000004,0.43600000000000005,-0.05199999999999999,0.058571428571428566,13,14,0.000317374273436144,0.9983910918235779,0.00019435347348917276,0.00013588920410256833,6.4190557168331e-05,4.069012720719911e-05,6.185124948387966e-05,0.0006947676884010434,9.975724969990551e-05,jealous,joyful,1
hit:7503_conv:15007,jealous,My neighbor just got a new pool installed. I wanted to get one but I couldn't afford it.,5.0,Oh me too_comma_ I wanted to get a pool and even described what I wanted to her and then she goes and gets one before me!,Wow! That is kind of messed up!,2,0.063867815,0.59484875,0.34128347,0.9638879,0.030869268,0.0052428916,0,0,0,0.26280000000000003,-0.08919999999999999,0.0984,0.836,-0.52,0.236,26,7,0.0014266243670135736,0.9567482471466064,0.0003784979635383934,0.039020903408527374,0.0009736177162267268,0.00019592669559642673,0.0005362136289477348,0.00037781326682306826,0.0003421348810661584,excited,joyful,1
hit:1059_conv:2119,disappointed,My family has fallen on hard times. We got to the point that we couldn't catch up on our car note. One day the tow company came and hauled it away. I felt really let down and didn't know what I should do.,4.0,When we lost our car I felt lost. How do you put your life back together without transportation.,oh how sad_comma_ how did you lose your car?. Public transportation is not every one's cup of tea..,1,0.76763767,0.2081741,0.024188124,0.86230206,0.1230274,0.0146704605,2,0,2,0.18080000000000002,0.029800000000000004,-0.06039999999999997,0.053714285714285714,-0.19685714285714287,-0.268,18,18,8.263813651865348e-05,0.00014071050100028515,1.7051994291250594e-05,2.2616563001065515e-05,0.0005188355571590364,0.0013880444457754493,0.9970544576644897,0.00010624444985296577,0.0006694560870528221,sad,sad,0
hit:1059_conv:2119,disappointed,My family has fallen on hard times. We got to the point that we couldn't catch up on our car note. One day the tow company came and hauled it away. I felt really let down and didn't know what I should do.,4.0,My husband lost his job and we got behind. We also live in a rural area about 15 minutes from town and an hour to the closest big city.,you guy's will get back everything you have lost. It is difficult for travel as you said,2,0.58711505,0.36271128,0.050173663,0.5248426,0.41449022,0.060667105,1,0,0,0.26,-0.11090909090909093,0.03763636363636364,0.09999999999999999,0.12933333333333333,-0.071,29,17,0.003375069936737418,0.3146452009677887,0.0010243385331705213,0.5886942148208618,0.001296655973419547,0.0011173891834914684,0.00321104540489614,0.0004721958830486983,0.08616379648447037,annoyed,sad,0
hit:6171_conv:12343,sentimental,I miss being a kid. I saw a show on tv that reminded me of that,5.0,I miss being a kid. I saw a tv show today that made me think about that,Yes_comma_ I understand! Life is easier as a kid.,1,0.4511746,0.41977727,0.12904812,0.0098094875,0.08671062,0.90347993,1,2,0,0.296,-0.04314285714285714,-0.05257142857142859,0.6253333333333333,-0.03866666666666666,0.17666666666666664,17,9,0.9932631850242615,0.004649571143090725,0.00024266383843496442,0.0006958880112506449,2.9936290957266465e-05,0.0003776118392124772,0.0001427363749826327,0.0001272199588129297,0.00047109558363445103,sentimental,joyful,1
hit:6171_conv:12343,sentimental,I miss being a kid. I saw a show on tv that reminded me of that,5.0,It really was_comma_ I miss it,Same sometimes_comma_ But I enjoy the freedom and indepence of being an adult.,2,0.2724866,0.4835791,0.24393435,0.021576326,0.20018756,0.77823615,0,2,0,0.146,-0.02,-0.184,0.8286666666666666,0.17333333333333334,0.628,6,13,8.09188568382524e-05,2.5798164642765187e-05,1.57289450726239e-05,7.864765939302742e-05,0.0001842309720814228,0.0005170716322027147,0.00046284424024634063,4.4044652895536274e-05,0.9985906481742859,sentimental,disgusted,1
hit:4726_conv:9452,apprehensive,I got asked to go on a cruise but_comma_ I'm not sure if I should.,3.0,I got asked to go on a cruise but_comma_ I am not sure if I should.,Cruises are fun. What is the problem?,1,0.5040615,0.44568273,0.05025573,0.22334282,0.44171235,0.33494478,0,0,1,0.316,-0.2313333333333333,0.27999999999999997,0.1466666666666666,0.28600000000000003,0.17666666666666664,16,7,9.752203186508268e-05,8.414118929067627e-05,2.798519744828809e-05,1.6063482689787634e-05,0.000325900997268036,0.0006515089189633727,0.9981119632720947,0.0005268897511996329,0.00015805992006789893,anxious,anticipating,0
hit:4726_conv:9452,apprehensive,I got asked to go on a cruise but_comma_ I'm not sure if I should.,3.0,Do I really want to spend two weeks in a room with someone I do not know really really well?,Two weeks is a long time.,2,0.89615035,0.09823024,0.005619433,0.3981547,0.5426806,0.059164744,0,1,0,0.29628571428571426,-0.14,-0.009428571428571422,0.0875,-0.46399999999999997,-0.04650000000000001,20,6,0.0005494560464285314,0.9893544912338257,0.00013029223191551864,5.9012407291447744e-05,8.272800187114626e-05,0.00012073251855326816,0.001863150973804295,0.005590838845819235,0.0022493135184049606,apprehensive,excited,0
hit:4726_conv:9452,apprehensive,I got asked to go on a cruise but_comma_ I'm not sure if I should.,3.0,Indeed it is,I wouldnt risk it,3,0.13897473,0.6731599,0.18786536,0.42167702,0.52408195,0.054241028,0,0,0,0.0,0.0,0.0,-0.52,0.632,-0.124,3,4,0.00022846722276881337,0.0017078611999750137,2.659473284438718e-05,1.4486618965747766e-05,0.0001744823093758896,0.001018037903122604,0.00011392914166208357,0.00023067693109624088,0.9964854717254639,surprised,ashamed,0
hit:5782_conv:11565,ashamed,cheating on my wife,2.0,i i feel lower than dirt after betraying my wifes trust,how did that happen,1,0.9625687,0.035341024,0.0020903305,0.31878284,0.6290159,0.052201264,0,0,1,0.20600000000000002,0.030000000000000006,-0.03440000000000001,0.354,0.34,0.102,11,4,0.00023671482631471008,0.00010881070193136111,4.3333537178114057e-05,5.733259240514599e-05,0.00016297776892315596,0.00019579968648031354,0.9870585799217224,0.00017406615370418876,0.011962423101067543,embarrassed,impressed,1
hit:5782_conv:11565,ashamed,cheating on my wife,2.0,i was being unfaithful,ah well that would be a good reason then,2,0.8975909,0.09727118,0.005138004,0.008979551,0.16336603,0.8276544,0,0,0,-0.938,0.612,-0.404,0.4746666666666666,-0.17666666666666667,0.11533333333333333,4,9,0.00035303158801980317,0.9712703824043274,0.0007664451259188354,0.0001745006738929078,0.0001846898376243189,0.00010015341831604019,0.00010253347863908857,0.026884283870458603,0.00016389336087740958,confident,hopeful,0
hit:9990_conv:19980,excited,I can't even fall asleep waiting to go on our vacation.,5.0,I doubt I will get any sleep waiting for tomorrow.,I am sorry to hear. Why is that?,1,0.8532067,0.1336515,0.013141812,0.86055344,0.1263482,0.013098405,2,0,1,0.19433333333333333,-0.2803333333333333,-0.09600000000000002,0.166,-0.20900000000000002,-0.344,10,8,0.0002996944822371006,0.0006602053181268275,6.744956044713035e-05,0.0001655467931414023,0.9737779498100281,0.00019791694649029523,0.02413780987262726,0.0006270425510592759,6.639941420871764e-05,anxious,sad,1
hit:9990_conv:19980,excited,I can't even fall asleep waiting to go on our vacation.,5.0,I am finally getting to take the kids to Disneyland!,Oh_comma_ well that is a fine thing indeed! I would be jumping up and down!,2,0.0009380852,0.020570766,0.9784912,0.0028638872,0.02375375,0.97338235,0,0,0,0.44733333333333336,-0.05133333333333334,-0.25933333333333336,0.17666666666666667,-0.41733333333333333,-0.11066666666666665,10,15,0.0006794535438530147,0.9799039363861084,9.677831985754892e-05,0.0022907787933945656,0.00011681366595439613,0.0018051230581477284,0.0012168873799964786,0.00012988502567168325,0.013760312460362911,joyful,surprised,0
hit:7489_conv:14978,devastated,My daughter had the sweetest little hamster. One day she went to feed it and it had died_comma_ she was crushed.,5.0,My daughter had the sweetest little hamster.,Aww_comma_ I love hamsters! What kind of a hamster was it?,1,0.0020464405,0.014546741,0.98340684,0.0014610394,0.013610337,0.98492867,0,0,2,0.386,-0.2655,-0.3065,0.479,-0.22649999999999998,-0.005500000000000005,7,11,0.000409318832680583,0.00010219930118182674,8.360688661923632e-05,0.0001937115448527038,0.01029725931584835,0.08355638384819031,0.8935286998748779,0.0005178409046493471,0.011311020702123642,impressed,impressed,1
