conv_id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,mimicry,empathy
hit:11897_conv:23795,hopeful,i have hope for the future,isn't it? i don't see negative things in life_comma_ i try to always look at the bright side.,I think you have the perfect outlook. I hope I can strive to maintain something like that as well.,2,0.021978512,0.22270146,0.75532,0.003435265,0.06644242,0.9301224,1,0,0,0.189,-0.14300000000000002,-0.0125,0.5393333333333333,-0.09822222222222221,0.2802222222222222,18,19,0.00046085743815638125,0.27022886276245117,0.021108118817210197,0.7031669020652771,0.0022322856821119785,0.0003288833540864289,0.00034827078343369067,0.0001255472016055137,0.002000225707888603,1,2
hit:1655_conv:3310,sad,I was very interested in a girl that lives near me. I can't seem to muster the courage to talk to her so I'm feeling pretty down in the dumps. Hopefully_comma_ one day I can let my mind stop racing and just go for it.,Probably nothing but it's still hard to go through with it. I need to man up...,You do. I mean it can only go one of two ways. And if it goes one way_comma_ you can try again with another girl.,2,0.66940904,0.2991406,0.031450387,0.06518921,0.7601805,0.17463039,0,0,0,-0.11866666666666666,0.14866666666666664,-0.16,0.10366666666666667,-0.24966666666666668,-0.08466666666666667,16,25,0.0016703560249879956,0.003228920279070735,0.0007711551734246314,0.3300299346446991,0.00045829889131709933,0.010340617969632149,0.0011290397960692644,0.00014139118138700724,0.6522303223609924,0,2
hit:3071_conv:6143,afraid,im scared that we will go to war soon,im scared that we will go to war soon,War would be terrifying. What makes you think we will?,1,0.9124047,0.08407135,0.0035239053,0.87905985,0.113580175,0.0073600207,0,0,2,-0.5479999999999999,0.4406666666666667,-0.09599999999999999,-0.09533333333333334,0.1253333333333334,0.19633333333333333,9,10,8.915404760045931e-05,0.00010290164209436625,3.028954415640328e-05,2.8504884539870545e-05,0.00031975467572920024,0.0053023663349449635,0.9937832355499268,0.0001249879423994571,0.00021871998615097255,1,3
hit:2169_conv:4339,faithful,I've always tried to be loyal to my family.,I've always tried to be good to my family.,Did something bad happen?,1,0.026672507,0.24938184,0.7239457,0.67535514,0.3165969,0.008047941,0,0,1,0.7173333333333334,-0.3393333333333333,0.154,-0.198,0.29500000000000004,-0.07600000000000001,9,4,4.355988130555488e-05,3.447378912824206e-05,1.8892726075137034e-05,3.918525908375159e-05,0.00017581773863639683,0.0003180006751790643,0.9991078972816467,0.0001020389681798406,0.00016006141959223896,0,2
hit:246_conv:492,joyful,When the Washington Capitals won the Stanley Cup i was in such great spirits. I ran into the streets of DC celebrating. I couldn't believe this was happening.,So lately my most fun experience I've had was when the Capitals won the Stanley cup finally.,That is exciting when your team wins_comma_ have you always been a hockey fan?,1,0.0013254626,0.0107132085,0.98796135,0.0015188127,0.01824015,0.98024106,0,0,2,0.3852,0.024399999999999998,0.22640000000000002,0.5724,0.26480000000000004,0.308,17,14,4.685956082539633e-05,7.899942283984274e-05,2.7360505555407144e-05,1.7683087207842618e-05,0.00013589582522399724,0.0004274027596693486,0.9990321397781372,0.00010266674507874995,0.00013093887537252158,1,3
hit:3730_conv:7461,grateful,Child returned safely from camping trip,My son came back from a camping trip last night. I was great to have him safely home again.,I'm glad he returned home safe and sound. Did he have fun on the camping trip?,1,0.0013665732,0.011991648,0.98664176,0.0028642449,0.03258572,0.9645501,1,0,2,0.48125000000000007,-0.0975,0.058499999999999996,0.6859999999999999,0.13542857142857145,0.1791428571428572,19,16,0.0028966693207621574,0.3744412064552307,0.00011219974840059876,0.00011334058217471465,0.002173724817112088,0.0009730366291478276,0.5683724880218506,0.0032960062380880117,0.04762134701013565,1,1
hit:10440_conv:20881,caring,I have a great niece who was born on Halloween. I would do anything to help take care of her.,I have a 9 month old great niece_comma_ she's the sweetest thing ever.,Aww! Babies are so much fun! I have a new granddaughter_comma_ so I can relate!,1,0.001502636,0.007613955,0.9908834,0.0017744501,0.0114128785,0.98681265,2,0,0,0.5273333333333333,-0.21633333333333335,-0.052,0.635,0.010666666666666673,0.10300000000000002,13,15,0.002858926309272647,0.24249526858329773,0.0002775781322270632,5.9136218624189496e-05,0.0003281378303654492,0.01243025716394186,0.003475010395050049,0.002458691131323576,0.7356169819831848,1,3
hit:7503_conv:15007,jealous,My neighbor just got a new pool installed. I wanted to get one but I couldn't afford it.,Oh me too_comma_ I wanted to get a pool and even described what I wanted to her and then she goes and gets one before me!,Wow! That is kind of messed up!,2,0.063867815,0.59484875,0.34128347,0.9638879,0.030869268,0.0052428916,0,0,0,0.26280000000000003,-0.08919999999999999,0.0984,0.836,-0.52,0.236,26,7,0.0014266243670135736,0.9567482471466064,0.0003784979635383934,0.039020903408527374,0.0009736177162267268,0.00019592669559642673,0.0005362136289477348,0.00037781326682306826,0.0003421348810661584,1,3
hit:1215_conv:2431,embarrassed,I was in a group chat last night and forgot to turn off the cam_comma_ when I left the chatroom.,I was in a group chat last night and forgot to turn off the cam_comma_ when I left the chatroom.,Oh_comma_ that's never any good. Did the group see you do anything embarrassing?,1,0.5115307,0.44807708,0.040392194,0.9653144,0.032207478,0.0024781749,0,0,2,0.07766666666666669,-0.21666666666666667,-0.19066666666666668,0.21680000000000002,-0.03320000000000003,-0.1652,20,13,7.235610246425495e-05,6.519236194435507e-05,3.225603359169327e-05,2.2942425857763737e-05,0.0003140279441140592,0.0026317499577999115,0.9955629110336304,0.00023356992460321635,0.00106491066981107,0,2
hit:11556_conv:23112,caring,My husband was sick with a really bad cold. I took care of him the whole time he was sick.,LOL!!! Yup! But seriously_comma_ I was happy to do it for him. He always does the same for me when I am sick.,And you know when men get sick_comma_ they act like they are dying.,2,0.01180681,0.100675724,0.88751745,0.8693792,0.12409462,0.0065261545,0,0,0,0.18266666666666667,0.14266666666666664,-0.03733333333333333,0.007999999999999988,0.03566666666666666,0.03666666666666667,23,13,0.9244545698165894,0.004598266910761595,0.0005789970164187253,0.06303779780864716,0.000602709362283349,0.00023026320559438318,0.0026007872074842453,0.00023233999672811478,0.0036643045023083687,1,3
hit:11847_conv:23695,devastated,lost league of legends game,league of legends_comma_ my other addiction_comma_ other than my fiance,ah yes league_comma_ love hate relationship with that game but after 4 years it can really still tilt me more and more,2,0.09832278,0.7941354,0.10754178,0.85037166,0.1255931,0.024035238,0,2,0,0.0725,-0.05250000000000002,-0.05449999999999999,0.21450000000000002,0.05199999999999998,-0.00525000000000001,10,22,0.00011487073061289266,7.906930841272697e-05,2.698626121855341e-05,0.0001012423454085365,0.0005697992164641619,0.0030235403683036566,0.0017782495124265552,5.674070416716859e-05,0.9942495822906494,0,3
hit:8932_conv:17864,disappointed,I was so sad when I heard my favorite TV show was canceled. I don't have anything to watch now. I hate when they do that.,I will look but I hate it when they cancel good shows. It seems to happen too often.,I know what you mean. It seems they keep the crap shows going for years and the good ones get cancelled.,2,0.94823647,0.04588259,0.0058809686,0.91185755,0.077733174,0.010409331,1,1,0,0.1285714285714286,0.07257142857142858,0.12914285714285714,0.20822222222222223,-0.09400000000000001,0.05399999999999997,18,21,0.99797123670578,0.0006408925983123481,0.0003786796878557652,8.501320553477854e-05,2.2248937966651283e-05,7.136695057852194e-05,8.15999082988128e-05,0.00017995045345742255,0.000569018186070025,0,2
hit:9681_conv:19363,prepared,Took a friend home after he was done with work. He forgot his umbrella in my car a while back and it started to rain hard. Gave him his umbrella back and smiled as he got into his house dry.,So i was taking a friend home from work one day and it started to rain as we got to his place. Like a down pour.,Did he get soaked?,1,0.08061938,0.7741295,0.14525113,0.17519629,0.7978828,0.026920844,0,0,2,0.246,-0.2516,-0.11200000000000002,0.10499999999999998,0.056,0.025000000000000022,26,4,3.547227242961526e-05,5.580614015343599e-05,1.7036574718076736e-05,4.389943205751479e-05,0.0001673784281592816,0.0002946642925962806,0.9992280006408691,6.802487041568384e-05,8.976004755822942e-05,0,3
hit:3108_conv:6216,disgusted,I ordered McDonalds today on UberEats. It was terrible.,My food order today did not turn out as well as I had hoped.,Sorry to hear! What all did you order? And what was wrong with it?,1,0.92708015,0.068985805,0.0039340416,0.80206525,0.18959282,0.008341873,2,0,1,0.5025,-0.33849999999999997,0.09250000000000001,-0.005999999999999978,-0.166,-0.024999999999999988,14,14,0.0004131139721721411,0.0004429150139912963,0.000130257016280666,0.00012879978748969734,0.6105734705924988,0.0016460818005725741,0.3837423026561737,0.0019024802604690194,0.001020532683469355,0,3
hit:1550_conv:3100,joyful,I'm going on vacation tomorrow,Guess what I get to do tomorrow!!!,Whatever it is_comma_ you seem excited. What is it?,1,0.007879763,0.23973666,0.7523836,0.0029039208,0.10614187,0.8909542,0,0,1,0.42100000000000004,-0.008999999999999994,0.02600000000000001,0.37899999999999995,0.23299999999999998,0.0069999999999999785,7,9,8.797038026386872e-05,3.530409958329983e-05,3.5126777220284566e-05,5.358538692235015e-05,0.0004314200778026134,0.003913976717740297,0.995071291923523,9.075394336832687e-05,0.0002805979165714234,1,1
hit:4338_conv:8677,confident,Nephew plays football this year,My nephew plays football this year. So proud of him!,What position does your nephew play?,1,0.0014077917,0.005881127,0.99271107,0.0692874,0.9014999,0.029212652,0,0,2,0.4936,0.1384,0.05600000000000001,0.42333333333333334,0.03533333333333333,-0.12799999999999997,10,6,8.27097101137042e-05,7.348955841735005e-05,6.797301466576755e-05,1.4077480955165811e-05,7.487329276045784e-05,0.0002656008000485599,0.9990921020507812,0.0002084911393467337,0.00012063469330314547,1,2
hit:655_conv:1310,lonely,My parents traveled for about a year_comma_ I felt all alone_comma_ because there was no one to talk to in the house,The house was so quiet_comma_ and if I talk_comma_ it will echo,Where you the only one in the house?,1,0.09770759,0.6962179,0.20607454,0.16888227,0.7908081,0.040309697,0,0,2,0.39319999999999994,-0.4532,0.05519999999999999,0.129,-0.573,-0.097,12,8,0.0001461464271415025,6.516037683468312e-05,8.403231186093763e-05,2.09190711757401e-05,0.0004919581697322428,0.0008901575347408652,0.995162844657898,0.0028542308136820793,0.0002846419520210475,1,1
hit:2380_conv:4761,prepared,I actualy made a list when I went grocery shopping today. I forgot nothing!,I went grocery shopping like I usually do today_comma_ but I did something different.,Oh_comma_ that's curious... By different_comma_ what do you mean? Did you buy different stuff_comma_ or go to a different store_comma_ or what?,1,0.048546053,0.59418523,0.35726872,0.112433136,0.8265718,0.060995057,0,0,2,0.49560000000000004,-0.1848,-0.057199999999999994,0.22600000000000003,-0.017599999999999987,-0.0432,14,22,0.0001704743626760319,3.5834789741784334e-05,3.765729343285784e-05,8.121805149130523e-05,0.00022627366706728935,0.012120489962399006,0.9864626526832581,0.00013647433661390096,0.0007289750501513481,1,3
hit:4735_conv:9471,anxious,I'm starting a new job next week_comma_ and I am super nervous.,That's true_comma_ but the uncertainty always makes me feel a bit nervous.,That is natural. I'm sure you will do great!,2,0.70207757,0.28160486,0.016317604,0.0024298914,0.025183698,0.97238636,1,0,0,0.036,0.02733333333333332,-0.14233333333333334,0.617,-0.26949999999999996,0.4095,12,9,0.0018228123662993312,0.9630656242370605,0.005509248469024897,0.014278016053140163,0.0009748933371156454,8.446913125226274e-05,0.0003156144521199167,6.15648677921854e-05,0.013887692242860794,0,3
hit:7939_conv:15879,furious,End of semester one of my roommates left without cleaning out his share of the dorm room. Housing department fined me and the other two roommates 100$ each for his laziness.,Yeah we tried but he cut all communication_comma_ he didn't respond to his phone number or anything. I hope he got fined a larger amount so it teaches him a lesson on laziness.,I do too! People like that make me never want to have a roommate!,2,0.6862955,0.2828311,0.030873388,0.95824754,0.03696924,0.0047832867,0,2,0,0.2850909090909091,-0.15999999999999998,0.1369090909090909,0.3871428571428571,-0.0762857142857143,0.038,33,14,0.03599824383854866,0.8507533073425293,0.0011821461375802755,0.0001621673727640882,0.0002458819653838873,0.00017251947429031134,0.00023728149244561791,0.004622867796570063,0.10662564635276794,1,2
hit:6177_conv:12354,apprehensive,Yesterday_comma_ my mom came home late. I was very worried. I prayed until she came home.,Yesterday I was very worried,I'm sorry to hear that. What were you worried about?,1,0.83577085,0.1563576,0.007871463,0.6116686,0.36247602,0.025855439,2,0,2,-0.406,0.11000000000000001,-0.352,-0.16,0.07666666666666666,-0.2993333333333333,5,10,0.00020424473041202873,0.00020009171566925943,3.985757575719617e-05,7.639525574631989e-05,0.977751612663269,0.0008632075041532516,0.02003350295126438,0.0005173738463781774,0.00031376612605527043,1,3
hit:8048_conv:16096,afraid,Last fall_comma_ I went to a haunted house. The chainsaw guy chased me. I was so scared,Last year my friends made me go to a haunted house and they all laughed at me afterwards,Oh boy_comma_ did you embarrass yourself by getting real scared?,1,0.08288414,0.5888337,0.32828218,0.75637734,0.23217414,0.011448568,0,0,2,0.12360000000000002,-0.1984,-0.006,-0.36866666666666664,0.33666666666666667,-0.156,18,10,5.827134009450674e-05,4.719587377621792e-05,1.3972229680803139e-05,7.544388790847734e-05,0.0006976019940339029,0.0006210809806361794,0.9979159235954285,0.00011475998326204717,0.00045584875624626875,0,1
hit:11942_conv:23884,excited,Florida vacation coming up!,We go to Florida for vacation! So pumped!!,that sounds like a lot of fun,2,0.00124457,0.014929417,0.983826,0.0040488043,0.024365557,0.97158563,0,0,0,0.31,0.08733333333333333,0.04666666666666667,0.4665,0.017000000000000043,-0.05950000000000001,8,7,0.00041986614814959466,0.9980546236038208,0.00031926538213156164,0.00041793083073571324,7.219261897262186e-05,4.5333392336033285e-05,5.681587936123833e-05,0.0005582562880590558,5.568455526372418e-05,1,2
hit:1562_conv:3125,surprised,I went to register my daughter for school today and the place was empty!,I went to register my youngest daughter for school today.,Was it stressful?,1,0.011793557,0.90330267,0.084903724,0.32472372,0.6516713,0.023604948,0,0,2,0.48450000000000004,-0.222,0.05199999999999999,-0.694,0.746,-0.222,10,3,4.947912020725198e-05,5.6371292885160074e-05,2.018485974986106e-05,2.6283853003405966e-05,0.00039243133505806327,0.0006620785570703447,0.9984045624732971,0.00013572006719186902,0.0002527855976950377,0,3
hit:10891_conv:21782,confident,i believe in my abilities and i believe in my game,i've been working on my game for months now_comma_ and i believe in my abilities and i believe that this game will do amazing!,What game do you play?,1,0.0012006836,0.013460479,0.9853388,0.08359956,0.8433635,0.0730369,0,0,2,0.5357777777777778,0.12244444444444443,0.23066666666666663,0.5469999999999999,0.5529999999999999,-0.149,24,5,7.237400859594345e-05,6.579310866072774e-05,3.489879964035936e-05,1.7793106962926686e-05,0.0001736670674290508,0.000985479447990656,0.9983148574829102,0.00021584954811260104,0.00011930954497074708,1,2
hit:14428_conv:24456,sad,I really wish my fish was still alive.,I really wish my fish was still alive.,That's sad_comma_ when did it died?,1,0.40225315,0.5074021,0.09034477,0.94459146,0.052006885,0.0034017062,0,0,2,0.39799999999999996,0.0,0.08533333333333333,-0.754,-0.017000000000000015,-0.524,8,6,6.632648000959307e-05,4.715333125204779e-05,2.5832645405898802e-05,3.3164615160785615e-05,0.00028478240710683167,0.0022314947564154863,0.9965201616287231,0.00013326788030099124,0.0006579334731213748,0,3
hit:1728_conv:3457,trusting,I let my dad borrow 10 dollars.,Not for me_comma_ but dad always need money and I give to him.,It's our responsibility to take care of our parents.,2,0.33562517,0.60415953,0.06021523,0.16394123,0.7333173,0.1027415,0,0,0,0.4805,-0.03,0.1565,0.5645,-0.118,0.27999999999999997,13,9,0.6481395959854126,0.06749393790960312,0.014867537654936314,0.01081408653408289,6.41235092189163e-05,0.0003310014435555786,0.0003385009476915002,0.005297369323670864,0.2526537775993347,1,2
hit:8853_conv:17707,furious,i was pissed when somene put a dent in my car door,i was pissed when someone put a dent in my door,Oh no_comma_ did they leave a note?,1,0.94468445,0.050210703,0.0051048677,0.46691248,0.5056328,0.027454674,0,0,2,-0.2615,0.04050000000000001,-0.1005,-0.031,-0.522,-0.289,11,7,8.178495772881433e-05,2.658551420609001e-05,3.3030970371328294e-05,0.00011876557255163789,0.0003611468418966979,0.006717218551784754,0.9919366836547852,0.00011876489588757977,0.0006060861051082611,0,2
hit:1812_conv:3625,sentimental,when i found my dads old t shirt,The other day I was going thru things and found my dads old t shirt.,I am sure that brought back memories,1,0.053578157,0.8206163,0.12580557,0.03372598,0.45935008,0.506924,0,0,0,0.3426666666666667,-0.4116666666666667,-0.19499999999999998,0.30266666666666664,-0.33266666666666667,0.13466666666666663,15,7,0.0010122671956196427,0.9962565898895264,0.00022059577167965472,0.0018383447313681245,0.00011031530448235571,8.070815965766087e-05,8.255814464064315e-05,0.0003155630547553301,8.308647375088185e-05,1,3
hit:11944_conv:23841,disappointed,i am sad because my brother failed me,i am sad because my brother failed me.,what did he do yolo?,1,0.97029185,0.026886817,0.0028212527,0.15869142,0.8125037,0.028804863,0,0,2,0.04799999999999999,-0.30600000000000005,-0.305,0.34,0.096,0.072,8,5,6.693944305879995e-05,5.475758371176198e-05,5.241559847490862e-05,1.4194836694514379e-05,0.000133377339807339,0.0004020079504698515,0.9983170032501221,0.00036261649802327156,0.0005967800971120596,0,2
hit:894_conv:1788,nostalgic,Beating my brother in Pokemon cards when we were little was the best.,No_comma_ I need the real thing it just doesn't feel the same.,Yes_comma_ I can understand that.. Sometimes nothing compares.. Have you guys played recently?,2,0.8495931,0.14297225,0.0074346256,0.34606034,0.5491512,0.10478842,1,0,2,0.24,-0.04600000000000002,-0.11349999999999998,0.2785,-0.2455,0.08349999999999999,12,13,9.051016968442127e-05,0.00013121002120897174,1.4961341548769269e-05,5.474589124787599e-05,0.00027845933800563216,0.005316088907420635,0.9937717318534851,0.00011021007958333939,0.0002321813954040408,1,3
hit:3083_conv:6166,hopeful,My friend is visting and said she made me something good. I want it to be cake so bad.,I like the melt in your mouth kinds. Doesn't matter what kind.,haha me too_comma_ never met a cake i didn't like.,2,0.0399868,0.26182377,0.69818944,0.19317521,0.50209904,0.30472577,0,2,0,0.408,-0.3016666666666667,-0.03600000000000001,0.529,-0.272,-0.267,12,10,0.0001306122139794752,0.00018236310279462487,1.5682802768424153e-05,8.233242988353595e-05,3.080918759224005e-05,0.0002738907642196864,0.00030263245571404696,1.2406449968693778e-05,0.9989691972732544,1,2
hit:5741_conv:11483,disgusted,I felt disgusted when was watching a TV program last night. The presenter was eating live squid.,I was watching a show last night and the guy ate a live squid!,There is not enough money to get me to do that. My sister likes those kind of shows and I watch with her sometimes.,1,0.66713494,0.29509678,0.03776822,0.057512473,0.43817973,0.5043078,0,2,0,0.2924,0.04200000000000001,0.0808,0.526,-0.07542857142857143,0.21771428571428572,14,24,0.0014791544526815414,0.012484360486268997,9.015579416882247e-05,0.0008370743016712368,0.00014785118401050568,0.00010840465984074399,0.00015872876974754035,4.3690935854101554e-05,0.9846506118774414,1,3
hit:7631_conv:15263,nostalgic,I remember when a candy bar was only 54 cents. Those were the good old days.,Those were the good old days.,That is true. I wonder if things will be like those day,2,0.031641487,0.3623586,0.60599995,0.10250045,0.7292441,0.16825537,0,0,0,0.657,-0.363,-0.077,0.464,-0.2363333333333333,0.06366666666666669,6,12,0.0058291093446314335,0.33491915464401245,0.0017810461577028036,0.0014786013634875417,0.0006504174089059234,0.0013024411164224148,6.807166209910065e-05,0.0002730920386966318,0.6536980867385864,1,3
hit:11777_conv:23554,guilty,I didn't confess all my sins at church. I ended up holding back.,I sometimes disobey my parents.,Ah I am also guilty of that one. I believe we all are in some ways.,2,0.844432,0.15004438,0.0055236733,0.5551581,0.41487607,0.029965907,0,2,0,-0.044999999999999984,-0.087,0.351,-0.030999999999999993,-0.1465,-0.08800000000000002,5,16,0.32025206089019775,0.004379215184599161,0.06792393326759338,0.0024398795794695616,0.0001425833033863455,0.0004638581012841314,0.0006036375998519361,0.016166185960173607,0.5876286625862122,1,3
hit:11382_conv:22765,afraid,I was in a car accident.,They were running from the police. It was nerve rattling.,I can believe so _comma_ Hope you get justice_comma_ and a paycheck!,2,0.82901293,0.16188583,0.009101189,0.011063922,0.15961137,0.8293247,1,0,0,-0.122,0.5506666666666667,0.052666666666666674,0.5886666666666667,-0.06366666666666666,0.327,10,12,9.887609485303983e-05,0.00017300171020906419,0.0012614164734259248,0.995324969291687,0.0002991402870975435,0.0020164798479527235,0.0004784519551321864,5.323466029949486e-05,0.0002943789877463132,0,3
hit:8417_conv:16835,anxious,I have my performance appraisal tomorrow at work! I am really nervous!,I have my performance appraisal tomorrow at work! I am really nervous!,How long have you been working for the company?,1,0.8637271,0.11879788,0.017475007,0.10037899,0.86545056,0.034170426,0,0,2,0.2233333333333333,0.123,0.10566666666666667,0.458,-0.09133333333333332,0.27799999999999997,12,9,4.7118475777097046e-05,7.599109812872484e-05,3.0836286896374077e-05,2.178270005970262e-05,6.574468716280535e-05,0.00016195424541365355,0.9993607401847839,0.00017153627413790673,6.431009387597442e-05,1,3
hit:9247_conv:18495,surprised,My best friend has been very overweight his whole life. Just yesterday he decided to sign up to the gym. I can't believe it_comma_ and I'm very happy for him.,Yeah I think so. I'll be helping him along_comma_ I'm very happy for him.,you will be a great motivational coach. Such positivity !,2,0.0014489375,0.021052564,0.97749853,0.0021477325,0.034779053,0.96307313,1,0,0,0.786,0.143,0.39,0.6616000000000001,0.23640000000000003,0.6032,14,10,0.02527691423892975,0.8119598627090454,0.0038547220174223185,0.14519073069095612,0.0002334407763555646,0.00014185457257553935,0.00033809043816290796,0.0012564712669700384,0.011747889220714569,1,2
