conv_id,context,prompt,empathy,speaker_utterance,listener_utterance,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,mimicry
hit:11101_conv:22202,anticipation,When I was at the end of my pregnancy I had my bag ready to go to the hospital. So if my water breaks I was ready to go.,4.0,I was 9 months pregnant so if my water was going to break I needed to be ready.,It is important to be ready for one of the biggest events in your life!,0.25472495,0.70589495,0.039380096,0.0016372501,0.051789884,0.94657284,0,0,0,0.4262857142857142,-0.3182857142857143,0.0365714285714285,0.4906666666666666,-0.0539999999999999,0.2986666666666667,18,15,0.0328405871987342,0.6872538328170776,0.0017164361197501,0.108516052365303,0.006930979900062,0.0002518468536436,0.0005310597480274,0.0006950919632799,0.1612641215324401,1
hit:11101_conv:22202,anticipation,When I was at the end of my pregnancy I had my bag ready to go to the hospital. So if my water breaks I was ready to go.,4.0,yes. I packed a bag to be ready to go to the hospital. Just in case. ,Good thing you were prepared_comma_ I would have been extremely anxious.,0.04845238,0.6624314,0.2891162,0.19948171,0.46615052,0.33436775,1,2,0,0.0666666666666667,-0.2896666666666667,-0.0003333333333333,0.1686666666666666,0.0613333333333333,0.0913333333333333,16,11,0.0014791527064517,0.8124920129776001,0.000130418484332,0.0001763078325893,0.0004398348974063,0.000232526435866,0.0006770785548724,0.0007438228349201,0.1836287975311279,0
hit:5914_conv:11828,anticipation,I have been saving money and now have enough for any emergency.,4.0,So I have been saving money for about a month now and should have enough for any kind of emergency that may happen. Feels good man.,That is awesome_comma_ it is not easy to do that so kudos to you!,0.0034418523,0.044678517,0.9518797,0.0041332515,0.019806154,0.97606057,1,0,0,0.4382,-0.093,0.1133999999999999,0.72,0.113,0.2209999999999999,26,14,0.0004162707773502,0.9982328414916992,6.56971096759662e-05,0.0006046154885552,9.974295971915126e-05,0.000129454958369,0.0001339818554697,0.0002084662410197,0.0001088140270439,1
hit:5914_conv:11828,anticipation,I have been saving money and now have enough for any emergency.,4.0,Thanks so much! It definitely relieves some stress knowing that I have a safety cushion. Hoping I do not have any emergencies though!,I will keep my fingers crossed that you won,0.007240284,0.047702752,0.9450569,0.006248151,0.21432896,0.77942294,1,0,0,0.2879999999999999,-0.0071999999999999,0.0462,0.082,-0.271,0.0404999999999999,23,9,0.020161485299468,0.8771153092384338,0.0138991242274641,0.000221068286919,0.0002804897958412,0.0002932577917817,0.0002098266850225,0.0846479684114456,0.0031713584903627,0
hit:2639_conv:5278,anticipation,I have faith in my children. Because I taught them well,5.0,I confident in my children's abilities because I taught them well,That is good! You should always encourage your children's talents and let them grow,0.0026795277,0.052192412,0.9451281,0.0016484745,0.020084886,0.97826666,1,0,0,0.636,-0.1233333333333333,0.454,0.6536000000000001,0.0172,0.2444,11,14,0.0028057724703103,0.8314951062202454,0.0001361667964374,8.18143380456604e-05,0.0030376138165593,0.1462532877922058,0.0006736275390721,0.0035855642054229,0.0119309611618518,1
hit:2639_conv:5278,anticipation,I have faith in my children. Because I taught them well,5.0,yes_comma_ thank you. Do you have kids of your own?,I do not. I am still pretty young so I would like to wait a few more years. I do not think I am quite ready,0.00225564,0.22925478,0.7684896,0.47869018,0.43742496,0.083884865,0,2,0,0.5725,-0.1285,-0.0235,0.2775555555555555,-0.1946666666666666,-0.0108888888888888,10,26,0.0007926883990876,0.994391143321991,0.0001266302424483,0.0002508347970433,0.0002360058570047,5.998549386276864e-05,6.98863877914846e-05,8.814270404400304e-05,0.0039846524596214,1
hit:3216_conv:6432,anticipation,I had faith my favorite team was going to well in soccer this past year. I just had a good feeling,5.0,I just knew my favorite soccer team was going to do well. I had a good feeling,I am glad they won!,0.0014092728,0.017174045,0.9814167,0.0017933849,0.014597632,0.983609,1,0,0,0.5683333333333334,0.0443333333333333,0.208,0.876,0.52,0.48,17,5,0.0015716595808044,0.9965850114822388,0.0002189946681028,0.0002635802375152,0.0001639503170736,0.0001149771778727,2.8867834771517664e-05,0.0009997843299061,5.317913382896222e-05,1
hit:3216_conv:6432,anticipation,I had faith my favorite team was going to well in soccer this past year. I just had a good feeling,5.0,I am too_comma_ it was a great game,Were the opposing team a really tough one?,0.004035172,0.019724019,0.9762408,0.14492072,0.8111137,0.043965604,0,0,2,0.6930000000000001,0.4529999999999999,0.303,-0.109,0.0005,0.1589999999999999,8,8,0.0001886378449853,0.0001770451926859,4.788859951077029e-05,9.29292946239002e-06,0.0007223832653835,0.0012357318773865,0.9957606196403505,0.0008945650188252,0.0009638713672757,0
hit:10972_conv:21945,anticipation,I am going camping this weekend. I got my tent_comma_ sleeping bag and tons of food. I think I have everything I need! ,4.0,I am going camping this weekend. I got my tent_comma_ sleeping bag and tons of food. I think I have everything I need!,Excellent! Stay hydrated!,0.0015975991,0.03831586,0.9600865,0.0025794047,0.09012012,0.9073005,1,0,0,0.3424,-0.2234,-0.1,0.574,-0.138,0.386,23,3,0.001593229942955,0.875777006149292,0.0004122203681617,0.00018217402976,0.0009950392413884,6.991497502895072e-05,0.0162430051714181,0.1037991717457771,0.0009282306418754,1
hit:10972_conv:21945,anticipation,I am going camping this weekend. I got my tent_comma_ sleeping bag and tons of food. I think I have everything I need! ,4.0,Oh I will_comma_ I am ready for whatever the elements throw at me!,Sounds like fun!,0.039551318,0.39179346,0.56865525,0.0043285755,0.034428723,0.9612427,0,0,0,0.1714999999999999,-0.0875,0.2435,0.6013333333333333,0.2126666666666667,0.0073333333333333,13,3,0.0002571821096353,0.9980124235153198,0.0001564616977702,0.0002274379803566,8.907194569474086e-05,7.078769704094157e-05,7.048462430248037e-05,0.001064347452484,5.1776492909993976e-05,0
hit:3596_conv:7192,anticipation,I am very hopeful to go on vacation this summer,1.0,I hope that this summer I can go to Florida with my family,Wait_comma_ summers already over? Next summer?,0.0017452302,0.048873115,0.94938165,0.22101088,0.73016304,0.04882608,0,0,2,0.5516,-0.2504,0.1319999999999999,0.2319999999999999,-0.3913333333333333,-0.0906666666666666,13,6,0.0002001905377255,3.86347746825777e-05,6.931621464900672e-05,0.0001462484215153,0.0012502879835665,0.0607296153903007,0.936350643634796,0.0006346192676573,0.0005804937682114,1
hit:3596_conv:7192,anticipation,I am very hopeful to go on vacation this summer,1.0,Summer is not over until Labor Day! We still have the whole month of August!!,Oh really? I thought summer ended after July. You learn something new everyday lol,0.0027728816,0.061655108,0.935572,0.01900636,0.26869148,0.71230215,0,0,0,0.3726666666666666,-0.2716666666666666,0.046,0.4613333333333334,-0.0956666666666666,0.168,15,14,7.567937427666038e-05,0.0001863617653725,1.9958482880610973e-05,1.9219567548134364e-05,0.0006649703718721,0.0007362022297456,0.9979329109191896,0.0001076298067346,0.0002570571377873,1
hit:5052_conv:10105,anticipation,I am hopeful that my friend will be able to make it to my party ,5.0,I am hopeful that my friend will be able to make it to my party,Thats good_comma_ is it very important that this friend be there?,0.0016668363,0.041744936,0.9565882,0.0031674947,0.068368085,0.9284644,0,0,2,0.6469999999999999,-0.0766666666666666,0.197,0.7806666666666667,-0.0593333333333333,0.2953333333333333,15,11,3.070362072321586e-05,8.564074960304424e-05,2.138845229637809e-05,5.542264261748642e-05,0.0003158261824864,0.0006023669266141,0.998749017715454,5.327138569555245e-05,8.620557491667569e-05,1
hit:5052_conv:10105,anticipation,I am hopeful that my friend will be able to make it to my party ,5.0,It is to me because he is my best friend,That makes sense! Im sure he will be there for you!,0.0019916364,0.040763937,0.95724446,0.003900702,0.11389089,0.88220847,1,0,0,0.812,-0.174,0.146,0.4435,-0.2425,0.241,10,11,0.0082795517519116,0.7427201271057129,0.0012179423356428,0.0001461056235712,0.0001719857827993,0.0005363969830796,0.0002345312386751,0.0006695030024275,0.2460238337516784,1
hit:6058_conv:12117,anticipation,I will be starting my first year as a teacher next week!  I have never felt more ready for a job than I do right now!,2.0,I will be starting my first year as a teacher next week! I have never felt more ready for a job than I do right now!,my cousin and my aunt are both teachers and they love it,0.0026827534,0.023051618,0.9742656,0.0034129056,0.038003556,0.9585836,0,2,0,0.3478,-0.2171999999999999,0.2815999999999999,0.5509999999999999,-0.196,0.2025,26,12,0.0002378679200774,0.0003313915221951,4.77370158478152e-05,0.0001833874121075,0.0001549197768326,3.3769774745451286e-05,0.0058420547284185,7.153637852752581e-05,0.9930972456932068,1
hit:6058_conv:12117,anticipation,I will be starting my first year as a teacher next week!  I have never felt more ready for a job than I do right now!,2.0,I do as well_comma_ or at least I think I will!  Regardless_comma_ I will teach the mess out of those kids!,haha. it is alot of work but it is rewarding,0.29970053,0.4357779,0.26452154,0.015736034,0.13085939,0.8534045,0,0,0,0.3128571428571428,0.0222857142857142,0.1562857142857142,0.677,0.233,0.5329999999999999,21,10,6.578919419553131e-05,7.109405123628676e-05,1.4954355719964951e-05,1.87977038876852e-05,4.882994471699931e-05,6.609287083847448e-05,6.085788481868804e-05,2.819696055667009e-05,0.999625325202942,1
hit:1137_conv:2275,anticipation,I feel like my children will grow up to be very compassianate human beings,5.0,I feel like my children will grow up to be very compassianate human beings,wow thats a good feeling to have,0.016020438,0.18941921,0.7945604,0.0016573255,0.010379224,0.98796344,1,0,0,0.6456,-0.0623999999999999,0.126,0.6673333333333332,-0.276,0.1053333333333333,14,7,0.0006054493715055,0.9890384674072266,0.000150832478539,0.0057579018175601,0.0004423668724484,5.069674443802796e-05,0.0014488054439425,0.0018259020289406,0.0006795182707719,1
hit:1137_conv:2275,anticipation,I feel like my children will grow up to be very compassianate human beings,5.0,It is.  They are very kind kids if I do say so,you seem to have done a good job. congrats,0.0045523867,0.05745123,0.93799645,0.0018447922,0.012959432,0.98519576,1,0,0,0.4993333333333332,-0.3313333333333333,-0.068,0.516,-0.0696,0.1668,12,9,0.0017039539525285,0.1705071628093719,0.0014373164158314,0.0001196371449623,0.0002136575640179,0.0001085873300326,0.0004206615267321,0.8200340270996094,0.0054549928754568,1
hit:11189_conv:22379,anticipation,I went on a job interview. I'm waiting to hear if I got the job.,5.0,I went on a job interview. I am anxiously waiting to hear if I got the job.,When will you find out?,0.09550362,0.5420026,0.36249375,0.12787288,0.82672715,0.04539995,0,0,2,0.184,0.048,0.1319999999999999,0.472,-0.037,0.315,17,5,5.653077096212655e-05,1.4838305105513427e-05,7.333724352065474e-05,0.0003414936363697,9.4769689894747e-05,0.000532196718268,0.9987515211105348,9.403056901646778e-05,4.116951458854601e-05,1
hit:11189_conv:22379,anticipation,I went on a job interview. I'm waiting to hear if I got the job.,5.0,I still need wait another week.,Oh the wait is terrible.  What type of job?,0.47719175,0.49027717,0.03253101,0.9624015,0.03357123,0.004027254,0,0,2,-0.1706666666666666,-0.352,-0.4566666666666667,-0.2605,-0.0795,-0.0255,6,9,5.810544826090336e-05,0.0001428493706043,3.824763916782104e-05,1.2640633030969184e-05,0.0001740528095979,0.0002232786064269,0.9989571571350098,0.0002639540180098,0.0001297572307521,0
hit:4756_conv:9513,anticipation,I'm going overseas in 2 weeks@,2.0,I am going overseas in 2 weeks! I will be on vacaion for 1 months and I just CAN NOT wait@,Oh I just did that recently. I just got back from 2 months. It will be a fantastic time.,0.00446131,0.015852945,0.9796857,0.0017169226,0.01964935,0.97863376,0,2,0,0.1128,-0.4316,-0.1139999999999999,0.3587999999999999,-0.2,0.1688,21,19,8.60127984196879e-05,5.098996552987956e-05,1.559942393214442e-05,8.890152821550146e-05,6.786000449210405e-05,9.960012539522722e-05,0.0003629457205533,1.28321398733533e-05,0.9992152452468872,0
hit:4756_conv:9513,anticipation,I'm going overseas in 2 weeks@,2.0,Where did you go?,I went to Thailand and Vietnam. Dont worry about anything. Traveling was so easy and people are nice everywhere.,0.1171724,0.8115921,0.071235426,0.004133364,0.032502577,0.96336406,1,2,0,0.02,-0.118,-0.112,0.4176,0.0248,-0.0512,4,19,0.0003892552049364,0.9953027963638306,5.53355275769718e-05,0.0001661931019043,0.000158853814355,6.848284101579338e-05,0.0001302114251302,0.0002304185327375,0.0034984056837856,0
hit:12141_conv:24282,anticipation,I have my annual evaluation this week and really hope for a raise.  It's been a good year.,5.0,I am hoping for a raise with my evaluation next week.  Fingers crossed.  It was a good year though.,Good luck! I am sure that it will go well.,0.0038417096,0.04909248,0.94706583,0.0012155628,0.014862747,0.98392165,1,0,0,0.21325,-0.1355,0.0205,0.513,-0.2155,0.244,19,10,9.499979205429554e-05,0.000187942161574,0.0002042206760961,0.0002209704543929,0.0001513303432147,3.741197724593803e-05,0.0001330315863015,0.9988046884536744,0.000165390811162,1
hit:12141_conv:24282,anticipation,I have my annual evaluation this week and really hope for a raise.  It's been a good year.,5.0,Thanks.  I hope so.  I have been working so hard.,I hope you find out soon.,0.007792977,0.093501754,0.8987053,0.04691971,0.71345085,0.23962949,1,0,0,0.4435,0.0409999999999999,0.1959999999999999,0.7010000000000001,-0.128,0.319,10,6,0.0002957894757855,0.0002022043481701,0.0197783485054969,0.976682722568512,0.0005824574036523,0.0021347485017031,0.0001411324483342,0.0001332280662609,4.938341953675263e-05,1
hit:5521_conv:11043,anticipation,I have felt this way while preparing for grad school.,2.0,I am applying to grad school and I am hopeful I will get in.,What is your field ?,0.0015062629,0.059965756,0.93852794,0.10904942,0.7866141,0.1043365,0,0,2,0.5824,-0.072,0.358,0.28,-0.24,-0.328,14,5,4.5729277189821005e-05,0.0001118198924814,1.7009786461130716e-05,2.6194906240561977e-05,0.0001335642737103,0.0005701043992303,0.9988993406295776,0.0001230391935678,7.320058648474514e-05,1
hit:5521_conv:11043,anticipation,I have felt this way while preparing for grad school.,2.0,School Psychology_comma_ I want to be a counselor.,We need you. Hang in there.,0.02396374,0.72246903,0.25356722,0.018235328,0.4126261,0.5691385,1,0,0,0.416,-0.1736,0.2868,-0.1669999999999999,0.103,-0.354,8,6,0.0268511716276407,0.9370856285095216,0.0038287821225821,0.0001856666785897,7.175112841650844e-05,0.0004335682897362,0.0002440165408188,0.0304263569414615,0.0008730929694138,0
hit:11544_conv:23089,anticipation,I am probably one of the few people in the world that looks forward to winter coming.,5.0,I am probably one of the few people in the world that looks forward to winter coming.,I am with you_comma_ i like it a lot more than summer personally,0.0047436,0.104817644,0.89043874,0.0029564605,0.039327044,0.95771646,1,2,0,0.3359999999999999,-0.2288571428571428,0.1385714285714285,0.3746666666666667,-0.3726666666666666,-0.0893333333333333,17,13,0.0068980064243078,0.0021775339264422,0.0001035185559885,0.0001359091693302,0.0001402110792696,0.0184730626642704,0.0014408605638891,4.3815336539410055e-05,0.9705870151519777,1
hit:11544_conv:23089,anticipation,I am probably one of the few people in the world that looks forward to winter coming.,5.0,I can get so much work done indoor and the beauty outside is wonderful. I love winter clothes and all the winter holidays.,I feel that_comma_ I hate being hot. In the winter I can be comfy and I can always just put on a jacket if I get too cold_comma_ but in the summer it is not that easy.,0.0018843944,0.009084035,0.9890316,0.6692142,0.25599578,0.07479003,0,2,0,0.5738181818181818,-0.0725454545454545,0.1585454545454545,0.2615,-0.0835,0.0013333333333333,23,37,0.0001275474351132,7.922712393337861e-05,4.476559843169525e-05,0.0017528820317238,4.05795726692304e-05,0.0003261526580899,0.0001810516841942,3.111112164333463e-05,0.9974167346954346,1
hit:9172_conv:18344,anticipation,I looking forward to get a good hike this year in the company,3.0,I am Looking for to get a good hike this in the company,what does that mean?,0.00430124,0.21388464,0.7818141,0.20124905,0.74336845,0.05538254,0,0,1,0.5994999999999999,-0.0854999999999999,0.2685,-0.0099999999999999,-0.197,-0.044,13,4,5.508742469828576e-05,0.0001095576662919,1.706784314592369e-05,3.11905714625027e-05,9.093405242310836e-05,0.0005792116862721,0.998983919620514,7.185378490248695e-05,6.120454054325819e-05,0
hit:9172_conv:18344,anticipation,I looking forward to get a good hike this year in the company,3.0,i am looking forward to get a good hike in the company. I worked so hard this year.,OH like a raise? If you worked hard they should give it to you,0.0023307344,0.014988627,0.9826806,0.094941355,0.50975764,0.39530098,0,0,2,0.4045714285714286,-0.0762857142857142,0.2337142857142857,0.3279999999999999,0.046,0.1635,18,14,0.000452920445241,0.0003907992504537,0.0001164935893029,0.0001000103948172,0.0019475405570119,0.5079938173294067,0.4880388081073761,0.0004453144210856,0.0005143160233274,1
hit:10814_conv:21629,anticipation,I remember when I submitted my CV to a company_comma_ I couldn't wait to get a response_comma_ hoping that it was positive! ,3.0,I remember when I submitted my CV to a company_comma_ I could not wait to get a response_comma_ hoping that it was positive!,How did it eventually go?,0.005284666,0.06305918,0.9316562,0.09957208,0.8550324,0.045395553,0,0,1,0.4011428571428572,-0.118,0.1325714285714286,0.02,-0.118,-0.112,23,5,4.46808262495324e-05,3.3209824323421344e-05,3.54934272763785e-05,2.3831884391256608e-05,9.238325583282858e-05,0.0002467534213792,0.9990785121917723,0.0001264906168216,0.0003185680252499,0
hit:10814_conv:21629,anticipation,I remember when I submitted my CV to a company_comma_ I couldn't wait to get a response_comma_ hoping that it was positive! ,3.0,I got the good response I was anticipating. I put a lot of work into my CV_comma_ and the application_comma_ so I was very happy with the result ,Congratulations on a new job,0.0023326091,0.017781988,0.9798854,0.0015750246,0.02333778,0.9750872,1,0,0,0.44525,-0.0632499999999999,0.1965,0.706,0.2073333333333333,0.344,28,5,9.274417971028016e-05,0.0008344334200955,0.0001361242757411,3.2870804716367275e-05,0.0001314958935836,7.715727406321093e-05,0.0001289134233957,0.9984428286552428,0.0001234896044479,1
hit:6459_conv:12918,anticipation,I have an interview coming up and have done lots of research,5.0,I have an interview this week,Congratulations! What position are you interviewing for?,0.099036016,0.84314245,0.057821512,0.0012785315,0.057391427,0.94133,2,0,2,0.2266666666666666,-0.0733333333333333,0.042,0.552,0.231,0.255,6,7,0.0001153744160546,0.0002328452246729,7.031802670098841e-05,2.0185281755402684e-05,0.0002207384823122,0.0002676440926734,0.0006490089581348,0.9982140064239502,0.0002098733966704,1
hit:6459_conv:12918,anticipation,I have an interview coming up and have done lots of research,5.0,It is a role within a housing association,Not just working for yourself_comma_ but helping others too. Good on you!,0.037103277,0.88520455,0.07769221,0.0028344237,0.04541728,0.9517483,0,0,0,0.3819999999999999,-0.2906666666666667,0.248,0.6779999999999999,-0.047,0.11,8,12,8.943359716795385e-05,2.3110915208235383e-05,1.706669900158886e-05,4.950248694512993e-05,0.0001517048513051,0.0004655273514799,0.0005010750610381,5.6303542805835605e-05,0.9986464381217957,1
hit:2809_conv:5619,anticipation,I bet my cousin that I could beat him at a game of basketball.,5.0,I bet my cousin that I could beat him at a game of basketball. He is horrible at playing so I knew I could beat him.,What did you bet?,0.5780518,0.320672,0.10127615,0.112547904,0.83061075,0.056841362,0,0,2,-0.0748571428571428,0.37,-0.0945714285714285,-0.23,0.396,-0.136,26,4,5.1495866500772536e-05,3.459561412455514e-05,3.464378460193984e-05,2.31209778576158e-05,0.0001166912988992,0.0006644214154221,0.9986982345581056,0.0001668095501372,0.0002098993427352,1
hit:2809_conv:5619,anticipation,I bet my cousin that I could beat him at a game of basketball.,5.0,I bet him $1000 because that is how good I am. I had no doubt in my mind I could win. I ended up obliterating him and taking his shoes too.,That would be awesome! Did your cousin pay you?,0.09349788,0.3123837,0.5941184,0.0015749114,0.023523299,0.9749018,0,0,2,0.1754285714285714,-0.0788571428571428,-7.930164461608259e-18,0.3309999999999999,0.1455,0.1684999999999999,31,9,8.916283695725724e-05,0.007348901592195,3.414479215280153e-05,4.362565232440829e-05,0.0003254307375755,0.0001407100062351,0.9915900826454164,0.000180318384082,0.0002476591907907,0
hit:2352_conv:4705,anticipation,I was cooking french fries and I accidentally started a grease fire. Luckily I had baking soda on hand to put it out right away. ,5.0,I was making fries and started a grease fire but luckily I always keep a box of baking soda on hand when I cook and I was able to quickly put it out.,That is super unfortunate_comma_ did you manage to save any of the fries by chance? ,0.050734077,0.33989063,0.6093753,0.87283283,0.11681631,0.010350912,0,0,2,0.1808333333333333,-0.0626666666666666,-0.0431666666666666,0.2,0.0933333333333333,0.075,33,15,0.0002581596781965,9.888983913697302e-05,5.0266182370251045e-05,8.524625445716083e-05,0.0020531117916107,0.0577145814895629,0.9357311725616456,0.0004603691340889,0.0035481916274875,1
hit:2352_conv:4705,anticipation,I was cooking french fries and I accidentally started a grease fire. Luckily I had baking soda on hand to put it out right away. ,5.0,I did_comma_ it was just one of many batches. I usually have to go through like 10 or so every time I make fries. ,I am glad that you did not lose all of them_comma_ it would be terrible if you did all that work for nothing!,0.2178105,0.70901805,0.073171444,0.11221164,0.28575358,0.60203475,1,0,0,0.1825714285714285,-0.2111428571428571,-0.1342857142857142,-0.0696,0.2619999999999999,0.0787999999999999,24,23,0.0001401523622917,9.886072075460106e-05,1.225753476319369e-05,4.545578849501908e-05,3.268027649028227e-05,9.830227645579726e-05,0.0001538883516332,1.3009174836042804e-05,0.9994053840637208,0
hit:3595_conv:7191,anticipation,I was notified that I might be eligible for some money from rewards program that was offering select few individuals a chance to win $1000.,5.0,I had a notification that I was eligible to receive a $1000 reward from one of the cards I use. I just had to wait and see what the outcome was in a few weeks.,That sounds like a great deal. Get the money and do something great with it.,0.025618766,0.8104569,0.1639244,0.0038926874,0.03226359,0.96384376,0,0,0,0.1885454545454545,-0.2590909090909091,-0.0272727272727272,0.59325,0.16375,0.25925,35,15,0.0003403538139536,0.998337984085083,0.000284323527012,0.0005332034779712,6.633071461692452e-05,3.663542520371266e-05,5.280615368974395e-05,0.000248877244303,9.948317892849444e-05,0
hit:3595_conv:7191,anticipation,I was notified that I might be eligible for some money from rewards program that was offering select few individuals a chance to win $1000.,5.0,It would be great_comma_ but the wait is something you can only keep checking back on to see if there has been progress or not!,Hopefully all goes well. We could use a little cash.,0.18644592,0.42261595,0.39093816,0.008120484,0.1538762,0.83800334,1,0,0,0.251,-0.209,0.00675,0.0999999999999999,-0.2445,-0.1099999999999999,25,10,0.0002852689067367,0.0002735850866883,0.8684849739074707,0.1112333014607429,0.0006395243690349,0.0007487050606869,0.0001659255503909,0.0180430598556995,0.0001255310635315,1
